dataset_name	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016
study_condition	control	control	CRC	CRC	CRC	CRC	CRC	control	control	CRC	control	control	CRC	control	CRC	control	CRC	control	control	CRC	control	control	control	control	control	control	control	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	CRC	control	control	CRC	CRC	control	control	control	CRC	control	control	CRC	control	CRC	control	CRC	control	control	CRC	control	control	CRC	control	CRC	CRC	CRC	CRC	control	CRC	CRC	CRC	CRC	control	CRC	control	control	CRC	CRC	control	control	CRC	CRC	control	control	control	CRC	CRC	control	control	CRC	control	CRC	control	CRC	control	control	control	control	control	CRC	CRC	control	CRC	CRC
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae	0.16768	0.0	0.0	0.44693	0.0	0.04864	0.3737	0.1002	0.11883	0.30233	0.0	0.26492	0.03996	0.01491	0.0	0.00042	0.11244	0.40888	0.07508	0.05326	0.0	0.69772	0.29145	0.17105	0.0	0.0	0.22128	0.00303	0.0	0.24595	0.0	0.05379	0.10208	0.12501	0.01434	0.12506	0.04423	0.0	0.0	0.0	2.77326	0.0	0.02963	0.39138	0.0	0.01839	0.23215	0.02177	0.0	0.0	0.02364	0.01538	0.31242	0.89823	0.02632	1.9609	0.27824	1.41754	0.62811	0.0	0.11917	0.00914	0.0	0.0	0.00345	0.21452	0.47545	0.40487	0.0	2.62819	0.0	0.04949	0.0	0.01552	1.18714	0.04297	0.92307	0.01215	0.74722	0.11684	0.0	0.20292	0.0132	0.0	0.0	0.83622	0.22775	0.01504	0.0	0.02154	0.0	0.00532	0.54566	0.0	0.0	0.63301	2.33069	0.23132	1.37476	0.57031	0.15659	0.05166	0.08235	0.0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae	0.0	0.0	0.0	0.0	0.11025	0.17568	0.0	0.0	0.0	0.01223	0.0	0.0	0.0	0.01738	0.00065	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06091	0.0	0.0	0.0	0.0	0.09818	0.0	0.0	0.0	0.0	0.21424	0.0	0.0	0.0	0.02839	0.07719	0.0	0.0	0.26686	0.0	0.0	0.24229	0.00474	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26075	0.0	1.41504	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae	0.0	0.0	0.0	0.0	0.00277	0.21985	0.0	0.00759	0.0	0.00366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48623	0.0	0.03468	0.05765	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.15795	0.05521	1.01852	0.0	0.0	0.0	0.0	0.01546	0.0	0.0	0.00211	0.0	0.10648	0.0	0.01759	0.0391	0.0	0.01357	0.0	0.0	0.29524	0.00356	0.00707	0.01197	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.21826	0.2427	0.00539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058	0.0	0.11401	0.0	0.0161	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales.f__Victivallaceae	0.0	0.00291	0.04362	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.03636	0.0	0.0	0.1162	0.0	0.0	0.37792	0.0	0.0	0.0	0.00748	0.0	0.00934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0006	0.10994	0.0	0.0	0.00817	0.01262	0.0	0.0	0.04611	0.0	0.0	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.09565	0.0	0.0	0.0	0.0	0.049	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12503	0.00831	0.0	0.0	0.0	0.05166	0.01912	0.0	0.0	0.0	0.0	0.0131	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae	0.0	0.0	0.03685	0.0	0.0	0.0	0.0	0.0	0.00567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05209	0.0	0.0	0.0	0.0	0.0	0.06339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02664	0.0	0.0	0.0	0.0	0.0	0.0	0.10923	0.14386	0.11812	0.0	0.0	0.0	0.05753	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae	0.58342	0.83976	0.0348	0.0	0.00491	0.0071	0.05459	0.24692	0.0024	0.12171	0.06546	0.0	0.0	0.7574	0.05031	0.30955	0.06184	0.57151	1.25609	0.00696	0.09786	0.03178	0.35811	0.02067	0.34989	0.0	0.18089	0.0	0.04988	0.0915	0.05009	0.0	0.47988	0.02093	0.37302	0.06575	0.18107	0.0	0.69829	0.02892	0.36028	0.16216	0.05676	0.04246	0.05458	0.0014	0.00717	0.00117	0.60219	0.1847	0.0	0.04596	0.05973	0.04807	0.04987	0.05789	0.05289	0.03062	0.0	0.0	0.5385	0.38562	0.0248	1.07269	0.07659	0.05027	0.01335	0.09212	0.06418	1.03434	0.08508	0.06253	0.06684	0.09958	0.35649	0.07383	0.09554	0.01013	0.00063	0.0	0.08266	0.06171	0.0	0.0	0.01559	0.0	0.24172	0.79773	0.02524	0.05321	0.88743	0.0	0.00933	0.01024	0.02941	0.02448	0.03333	0.08773	0.23112	0.21424	0.66743	0.53231	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01072	0.0	0.0	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.01107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00248	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae	0.25261	0.03921	0.20411	0.02447	0.05534	0.26933	0.00972	0.01401	0.04743	0.30842	1.88267	0.15181	0.06351	0.04895	0.1486	0.20006	0.60814	0.65465	0.00521	0.58489	0.0072	0.00649	0.03254	0.24385	0.07053	0.31776	0.08243	0.11542	0.09991	0.0198	0.21892	0.02725	0.06355	0.4263	0.01973	1.17811	0.43115	0.12302	3.04174	0.67484	0.0	0.01093	0.16801	0.06367	0.63747	0.21295	0.47724	0.0	0.04899	0.00464	0.0	0.31639	0.02241	0.48043	0.03052	0.24645	0.01152	0.59988	0.0	0.6042	0.03827	0.01222	0.05842	0.12463	0.067	0.07296	0.19723	0.16524	2.44999	0.0	0.45692	0.03146	0.04309	0.18067	0.0	0.02675	0.41043	0.20592	0.0	0.74217	0.5529	0.3818	0.27335	0.11432	5.82398	0.0	0.0	0.02277	0.0	0.10997	0.0	0.18541	0.02326	0.3824	0.18728	0.01479	0.00593	0.03609	0.1332	0.04192	0.35452	0.20087	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.00733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01203	0.0	0.0	0.00934	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.17462	0.00854	0.01067	0.44388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.05886
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.02176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Succinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29129	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01183	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae	0.01802	0.07843	0.0	0.00177	0.89975	1.8291	0.41948	0	0.65284	0.0	0.33525	0.03632	0.00955	0.27131	0.00296	0.00702	0.04009	0.16906	0.08134	0.07859	0.00438	12.73256	0.00651	0.11332	0.03368	0	0	0	6.4636	28.44459	0.00029	0.00937	2.52912	0	0.28918	1.66455	16.99733	0.27792	0.0031	0.00085	33.31977	0.20448	0.9974	2.08755	0.16659	0.64495	0.0	0.00264	0	0.0	0.19255	0.00384	0.00787	5.09345	0.67692	0.09362	16.38517	0.0	2.66549	0.03951	0.22075	0.03962	0.00903	0.00085	0.35508	0.09133	0.24741	0.33199	0	0.03318	2.73145	0.0	0.0059	2.3065	0.03362	0	0.11728	0.15969	0.02552	0.07047	0.01786	2.65421	0	0.00082	12.71788	0.03543	0.11679	0	0.06459	0.00761	0.00596	4.82202	0.01609	0.0621	0.12448	1.36343	0.36985	0	0.13178	0.00496	0.0	0	0.11312	0.07713
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06158	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04586	0.0	0	0.0	0.0	0.0	0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.24384	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05491	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.06652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01988	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	0.014	0.0	0.00187	0.15231	0.0	0.0	0.0	0.0	0.05862	0.0187	0.0	0.0	0.02291	0.00669	0.0	0.00347	0.0	0.10165	0.01424	0.06596	0.00133	0.06835	0.06275	0	0.0	0	0.0	0.0	0.0	0.1924	0.0	0.01261	0.0	0.0	0.0	0.01295	0.0	0.00282	0.0	0.0	0.15703	0.0	0.02825	0.0	0.0	0.0	0.11894	0.0	0.0	0.0011	0.18782	0.06187	0.05593	0.0	0.07449	0.10476	0.17934	0.33522	0.0	0	0.0	0.00547	0.00479	0.0	0.0	0.05266	0.05988	0.0	0	0.04972	0.0	0.00418	0.0	0.0	0.0	0	0.0	0.00451	0.0	0.01104	0.0	0.10445	0	0.0	0.0023	0.18308	0.01413	0.0	0.0	0.02189	0.0	0.00989	0.18624	0.00111	0.0	0.08965	0.13427	0.0	0.11082	0.00153	0.00285	0.0	0.02146	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	0.0	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.00272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.01454	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02066	0.0	0.0	0.0	0.0	0.01396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06857	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.00057	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified.f__Proteobacteria_unclassified	0.03275	1.98707	0.00582	0.0	0.0	0.0	0.00195	0.00504	0.0	0.0	0.0	0.0	0.0	0.09834	0.00721	0.86215	0.00075	0.00118	0.04205	0.0	0.00521	0.0	0.02132	0	0.01874	0	0.01747	0.0	0.0	0.915	0.00068	0.0	0.05032	0.0	0.0908	0.0	0.01553	0.0	3.59198	0.00117	0.0	0.00178	0.0	0.00466	0.0	0.0	0.0	0.0	0.09128	0.91588	0.0	0.0	0.00622	0.0	0.59232	0.0	0.00721	0.0	0.0	0	0.03339	0.09585	0.0	0.04271	0.00076	0.0	0.0	0.00215	0	0.2013	0.00268	0.0	0.01221	0.60482	3.66944	0	0.0	0.00014	0.0	0.0	0.00506	0.0	0	0.0	0.0	0.0	1.71083	0.04236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40631	0.00188	2.48276	2.25609	0.04545	0.02912	0.0	0
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales.f__Brachyspiraceae	0.0	0.0	0.04498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86343	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.3888	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.19811	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae	0.0	0.0	0.00276	0	0.00094	4.70394	0.0	0	0	0	0.05549	0.07035	0.0	0.0	0.00821	0.0	0.0	0.00493	0.0	0.0	0.03242	0.0	0.0	0	0.06307	0	0.02969	0.0	0.00077	0.0	0.0	0.0009	0	0.00116	0.0	0.0	0.0	0	0.45051	0.01072	0	1.39413	0.0	0	0.00135	0.0	0.01752	0.0	0	0.00037	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02745	0.0	0	0.00105	0	0.0	0.04781	0.41242	0.0	0.21309	0	0	0.00228	0.0	0	0.0	0.12731	0.0	0	0.08449	0.0	0.00073	0.00191	0.02668	0	0	0.00482	0.05817	0.0	0.0	0.0	0.0034	0.00043	0.0	0.02664	0.00119	0.00639	0.0	0.0007	0.02887	0.00189	0	0.02984	0.0	0	1.32353	0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae	0.42053	2.84206	0.0	0	0.0	5.06113	0.1964	0	0	0	1.97847	1.48377	0.001	5.31361	0.09533	0.01508	0.01021	1.07672	0.37886	0.00667	0.00869	0.28802	0.01793	0	0.00289	0	0.33891	1.18271	1.02767	0.76056	1.73578	0.21945	0	0.00337	0.52717	0.03192	0.01959	0	8.36371	0.0	0	0.01811	0.14267	0	0.0	0.0704	0.00123	1.83914	0	0.0	0	0.01258	0.66678	1.01288	0.01754	0.17124	0.00732	0.09814	5.19204	0	2.80039	0	0.06821	0.0	3.17839	4.61178	6.89615	0	0	0.02079	3.90374	0	3.29433	1.06948	0.0006	0	0.0	0.04012	0.00354	0.00065	0.07502	0	0	1.42395	0.86097	3.06263	2.807	1.42822	3.26313	0.0	0.04509	0.74988	0.0	1.12591	0.04665	1.29194	2.49615	0.0	0	2.96098	0.34471	0	0.0	0
