dataset_name	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae	0.27152	0.34707	0.38623	0.24134	0.05568	0.53362	0.43801	1.35424	0.88491	0.66321	0.49802	0.37033	0.19259	0.27008	2.98729	0.32354	0.44154	0.13532	0.16523	1.09918	3.56863	0.19148	0.28627	0.42736	2.0734	0.38557	0.50691	4.14437	0.15887	1.41271	0.15372	0.59041	0.56946	0.13644	0.23296	0.1297	0.00871	0.23184	0.58636	1.07489	0.78087	0.76859	0.34737	1.4412	2.30299	0.25416	1.17432	0.57307	0.94342	1.4358	0.20878	0.26024	1.04893	0.19629	0.26172	0.38076	0.98596	1.85952	0.37499	0.17994	0.16614	1.18082	0.18296	0.21262	2.12507	2.02433	0.60199	0.5195	0.53991	0.41078	0.30794	0.86851	1.62008	0.23428	1.78037	0.49327	0.76297	1.10999	2.80043	1.45742	0.25843	0.33093	0.18602	0.37581	0.17861	0.42704	0.20202	0.42937	0.40853	0.10226	0.16051	0.11354	0.78622	0.15453	0.17424	0.17122
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	22.86597	14.59073	13.45442	4.99108	22.11433	20.58392	11.90273	7.27799	12.22138	17.30131	31.40147	10.27758	20.90466	9.86493	0.80514	6.0591	49.98802	18.7632	14.58047	3.00198	7.27601	6.89873	10.1739	6.32921	5.25054	10.49683	3.43855	4.09692	21.61893	19.7743	9.0753	0.59343	32.22124	4.34409	12.81964	13.5237	9.25776	2.35823	7.91613	2.02024	20.82252	4.66523	4.99277	8.76213	13.62837	20.11585	46.06449	17.73297	21.33664	23.10881	4.06551	14.24458	4.05818	0.39125	8.2578	9.24291	14.23632	10.51637	0.08041	24.68754	14.21394	5.70063	12.966	4.15293	7.28737	13.25015	3.01333	5.41144	0.88018	2.74226	26.87213	22.07887	10.61246	7.77806	6.65915	10.85092	8.30199	14.99707	6.58356	6.69177	2.56424	4.78822	22.80922	9.35565	11.68599	1.15063	2.55249	13.48248	8.65936	17.79161	20.20409	7.41427	13.56197	9.24814	3.65272	0.73796
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	0.63562	0.86175	1.7838	0.20795	3.207	0.2491	0.0	0.2122	0.45768	0.54862	2.72713	0.84769	5.00948	1.60009	0.0	0.0	0.0	4.43736	1.00771	0.11312	0.48434	0.0	0.31185	0.0	0.91282	1.81279	0.43374	0.0	0.58422	0.38	0.2475	0.01481	3.19464	0.06476	0.32731	1.91996	1.22106	0.53631	0.43593	0.0	0.0	0.08534	0.31746	1.62656	0.23986	1.2478	0.0	0.0	0.0	0.14931	0.16309	0.32971	0.58212	0.0	0.67125	0.07395	1.49086	1.4227	0.00059	0.71393	2.10456	0.67334	1.02399	0.63878	1.53794	2.41443	0.0	1.87131	0.08008	0.0	0.09341	0.0	0.0	0.0	0.23805	0.0	0.20083	0.68446	0.05012	0.0	0.0	0.25932	0.0	1.01796	0.60159	0.0	0.0	2.5748	0.2421	2.44136	7.85943	0.17431	1.0871	0.27271	0.72244	0.09621
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.55823	0.16725	0.63041	0.35163	0.22795	0.27009	0.0	0.04166	0.04643	0.12208	0.44252	0.27615	1.30764	0.38322	0.02069	0.17722	0.0	0.60045	0.34018	0.23727	0.06946	0.0	0.06373	0.01841	0.79211	0.46598	0.02807	0.03728	0.30563	0.08394	0.07255	0.0	0.35111	0.11366	0.21235	0.0	0.50186	0.10889	0.16203	0.41889	0.45326	0.0	0.15527	0.1803	0.14109	0.53715	0.0	0.0	1.54307	0.06809	0.10379	0.1511	0.1842	0.00978	0.07942	0.11891	0.65529	0.06689	0.0	0.19373	0.26123	0.08721	0.63345	0.20706	0.12627	0.12503	0.02682	0.79497	0.04445	0.0	0.44203	0.0	0.09169	0.40913	0.01841	0.18241	0.13661	0.32815	0.17422	0.73183	0.0	0.02078	0.40678	0.33316	0.05873	0.0	0.0	0.49589	0.30164	1.37749	0.87783	0.06237	0.30115	0.25542	0.441	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.05209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0	0.0	0.03768	0.02047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.00647	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	0.0	0.0	0.92406	1.15483	0.89537	0.0	1.07971	0.2468	0.0	0.0	0.0	0.40917	0.8745	0.0	0.0	0.0	0.0	0.87207	0.47297	3.59347	0.0	0.0	6.27877	0.0	0.11096	0.0	0.01425	0.0	0.0	0.21169	0.0	0.0	0.70316	0.22832	0.0044	0.0	17.73928	3.58063	0.0	0.74782	0.0	0.0101	0.44049	0.27389	0.09544	19.62153	0.01474	0.0	0.0	0.00228	0.06334	1.36421	0.0	42.12802	1.00642	0.39325	0.0	1.25563	0.93932	1.13141	22.19747	1.78091	1.75206	26.27684	0.00413	0.0	2.11486	14.32226	1.15524	0.14062	0.86539	0.0	0.0	5.94483	0.01083	3.82014	2.66694	0.0	10.70009	14.56412	0.0	2.09231	0.0	0.44866	0.0	0.0	0.0	0.0	0.0	0.0	9.90841	0.1531	0.17513	0.0	2.53277	1.38776
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	15.83668	1.71358	4.72598	1.57614	2.57444	4.95251	6.08462	0.86544	4.83728	2.33324	3.74191	1.46578	9.12053	5.87791	8.15624	5.3533	4.01126	4.83934	3.96938	2.75863	1.32367	1.83704	1.16935	0.58936	1.35233	4.90012	0.72522	3.37508	3.11759	4.17912	1.64135	0.30615	1.79349	1.76802	2.18066	6.38872	1.39332	0.41195	2.90939	3.17787	4.67128	0.84307	1.51581	4.59577	1.58485	1.6796	0.0	0.22183	22.18036	4.18394	0.8649	2.12108	3.08023	0.05499	1.78104	1.23268	3.79523	3.14943	0.21381	3.23833	6.72573	3.34351	8.77607	0.78117	3.7709	4.55831	1.0619	2.2944	0.54188	2.6563	4.03975	0.21142	1.19995	15.52909	0.98873	1.57886	0.59862	1.06837	3.43933	1.10389	0.44978	2.14493	4.23749	3.61967	3.43756	0.13553	1.07481	4.38577	3.37569	5.6929	4.77178	2.45053	2.26741	5.04638	3.15068	0.58799
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	1.16143	1.99458	1.0793	0.94778	1.3006	0.0	2.57323	0.70862	0.77048	1.93351	2.21676	0.70614	3.55742	1.72723	0.0	0.65338	0.0	1.06967	1.18243	0.37898	0.93602	0.0	0.8499	0.0	0.56219	1.26423	0.20819	0.33034	2.13137	0.84372	0.75766	0.06314	2.08072	0.32109	1.30718	0.69264	0.71999	0.74873	0.70539	0.0	0.73241	0.16962	0.51688	1.10345	0.9899	0.95354	2.96227	0.0	2.68444	2.08285	0.53572	1.14928	0.70148	0.0	1.98231	0.63343	0.76448	0.4709	0.05663	0.36962	1.25154	1.75015	0.79117	0.25121	0.67278	1.14559	0.74144	1.43413	0.37943	0.44906	0.91615	1.55044	0.0	1.30953	0.14001	1.2383	1.42646	0.49006	1.20313	2.14266	0.0425	0.31388	1.88663	1.10681	0.24446	0.72153	0.14362	1.19794	0.92953	2.33604	2.70094	0.35605	1.02437	1.34083	0.2366	0.30607
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26968	0.0	0.0	0.0	0.06173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.0	0.01406	0.0	0.0	0.0	0.03833	0.0	0.01545	0.01018	0.0	0.0	0.00829	0.0	0.00887	0.0	0.00243	0.00715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.01084	0.0	0.0	0.0	0.0	0.0	0.0	0.02948	0.0	0.0	0.00669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02106	0.0	0.0	0.0	0.0	0.0	0.00572	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02041	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.04176
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.0	0.0	0.0	0.00065	0.0	0.01085	0.0	0.04042	0.0	0.0	0.0	0.01134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95741	0.66457	0.0	1.38076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78029	0.0	0.0	0.0	0.00576	0.64205	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.40276	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44114
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.0994	2.09587	0.0	0.02453	0.0	0.01323	1.67696	0.01654	0.0264	0.11197	0.19588	0.0	0.08603	0.0	0.21266	0.02839	0.12617	0.0778	0.0	0.0	0.0	0.0	0.209	0.0	0.90892	0.09702	0.26093	0.0	0.05395	0.0202	1.55599	0.0	0.00873	0.09006	0.36523	0.0	0.01481	0.01785	0.06367	2.25165	0.05333	0.15911	2.9935	0.01205	0.18471	0.00313	0.0	0.01901	0.00194	0.05026	0.25713	0.04193	0.0034	15.64043	0.0	0.08932	0.43238	1.81536	0.01492	0.30074	0.08059	0.16802	0.17786	0.01906	0.0	0.03683	0.0	0.02026	0.04364	1.4043	0.49951	2.96502	0.13492	0.0	0.00812	5.41756	1.63104	0.00251	0.12217	0.27784	0.02295	0.00752	0.10256	0.0	0.00255	0.85307	0.02357	0.0	0.21126	0.01995	0.26586	0.05155	0.0	0.20962	0.05262	0.07578
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0161	0.00316	0.0	0.0	0.0	0.0	0.0	0.02315	0.0	0.0	0.0	0.03115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05611	0.0	0.00315	0.0	0.0	0.04729	0.10984	0.08084	0.11458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16992	0.0	0.0	0.0	0.0	0.01296	0.0	0.0	0.0	0.05295	0.0	0.0	0.0	0.02427	0.0	0.0	0.0	0.0	0.0	0.0	0.18287	0.0	0.0	0.0	0.0	0.04712	0.0	0.08608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	0.00836	0.87684	0.50986	1.26896	0.0	2.35874	1.40224	14.77496	0.23979	0.73716	0.0198	1.03776	0.44031	0.11375	0.77042	0.38518	0.17206	0.9465	0.46923	0.0	4.2996	0.51884	6.12699	0.0439	0.08013	0.0217	0.41705	1.62018	0.59752	0.0	0.61399	0.34613	0.75242	0.23426	2.33596	4.71469	0.03976	1.93289	14.26723	3.89063	2.50755	3.07721	18.09577	0.10469	0.37917	0.01275	0.3977	0.47605	0.3427	1.89725	1.45382	0.02373	0.06409	1.40451	0.16858	1.74901	0.2058	0.02027	0.95995	1.43445	9.5653	1.08972	1.95197	3.0252	0.32619	1.29479	0.16265	0.43505	1.44942	0.15972	0.23365	9.80095	3.04472	0.3062	0.20376	0.46998	0.84773	1.16387	1.54508	1.49522	0.65243	2.97433	0.18269	0.0	0.07598	15.69019	0.76749	0.07055	0.22759	3.68059	0.50182	0.22886	0.25333	1.11943	2.05228	0.34318
