dataset_name	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	0.00821	0.0	0.0416	0.17414	0.53082	0.0	3.59276	0.0	0.00575	0.6934	2.71462	0.30082	0.13839	0.01862	2.10301	0.0746	0.01252	0.34308	0.10322	0.04364	0.0	1.17565	0.0	0.02675	0.0	0.48143	0.4127	0.0	0.00825	0.04304	0.00846	0.0	1.54094	0.00646	0.0	0.41946	0.0	0.0	0.0	0.89519	0.00332	0.0102	0.1706	0.0	1.3248	0.58553	0.15667	0.0	1.12738	0.05268	0.01916	3.15673	0.0	0.0	0.15335	0.0	0.0	0.91592	0.53448	0.77509	0.04652	0.01139	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.12798	0.0	0.06601	1.23713	0.38579	0.21547	2.67772	0.27345	0.0	0.09847	0.0	2.94146	0.15868	0.02668	1.10355	0.53393	1.21788	0.01111	0.17971	0.37057	0.07048	3.09609	0.52975	0.278	0.71969	0.97838	0.40144	0.33808	0.11523	0.16943	0.01524	0.0	1.18053	0.16378	0.82951	0.74438	0.0	0.0	0.73952	0.0	0.00141	0.0	0.15681	0.01142	0.84335	0.61469	1.04807	0.0	1.20294	1.24768	0.00621	1.5376	0.16689	0.09544	0.3127	0.8144	0.0	0.95837	1.94644	0.66399	0.34703	0.50583	0.04376	0.0	0.07415
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00548	0.0	0.0	0.0	0.0	0.00529	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01152	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	63.44	0.67229	0.12434	0.08181	0.79624	37.34246	0.52832	16.17352	0.28935	0.39469	0.24609	28.52792	1.98055	6.88409	1.34742	0.33673	62.05569	84.41675	0.33654	0.0563	0.18431	36.96669	0.42893	0.37211	69.81134	0.40909	0.32517	0.19562	0.11908	67.36575	95.33342	0.15746	1.51837	54.8053	0.0427	0.0277	0.01274	0.18306	0.06744	0.09498	95.93307	1.1397	3.57964	91.23657	0.16723	0.01243	0.21948	96.17235	0.25499	0.46699	94.66392	1.58257	59.99178	87.07621	1.10853	77.04083	75.64614	62.19794	34.9138	0.32431	0.98796	12.90223	84.13513	0.37234	0.98931
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	2.14952	0.82275	4.36092	11.38004	30.274	16.24001	28.28952	6.5838	0.77779	21.036	3.33004	19.45262	13.13622	1.77603	18.28043	23.09556	6.58467	1.36364	30.86871	20.12187	0.01852	24.45193	9.59128	32.10764	1.66787	3.55891	0.51644	14.47523	4.2987	4.2507	0.4082	0.0577	12.36407	0.86643	0.14676	26.34249	0.01254	0.44949	19.14923	9.34537	0.23456	24.92749	7.41189	1.90536	29.26928	30.89415	26.98766	0.18486	17.70817	45.05268	0.29421	19.83854	4.86266	5.7088	10.92321	9.5968	0.03543	8.48117	8.13325	5.25154	7.98094	4.70865	5.82064	16.02965	1.89712
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	0.36766	2.35681	0.32621	1.40454	0.50712	0.80972	6.07964	2.19398	0.38843	1.54641	2.91381	1.98646	0.74467	0.15271	7.00941	2.07948	1.75819	0.22696	0.67344	0.38825	0.96144	0.38176	0.61408	2.18269	0.72046	2.9465	2.71104	0.39365	1.12592	0.41763	0.07259	1.48563	1.74948	2.19591	6.6617	1.89766	4.38943	1.25855	0.55168	2.69377	0.02027	7.96578	0.31295	0.08006	1.15577	2.12151	2.5244	0.00571	4.29504	1.52415	0.10149	1.33134	0.22879	0.11899	0.38555	2.85484	0.35725	1.0496	2.99733	0.70802	0.32213	0.44344	0.18742	0.63498	1.05812
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.0	0.0	0.00886	0.00509	0.0	0.00096	0.10004	0.0	0.0	0.03955	0.1087	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74089	0.0	0.00352	0.00041	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.00167	0.08508	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.01279	0.00462	0.00325	0.00356	0.0024	0.0	0.0	0.0	0.10736	0.004	0.00276	0.00627	0.0	0.0	0.0025	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	0.0482	0.0	0.0	0.0	0.0	0.0	0.27024	0.0	0.0	0.0	0.29697	0.01329	0.0	0.0	0.00151	0.0	0.01147	0.0	0.00482	0.0	0.0	0.01311	0.0	0.0	0.0	0.02405	0.0	0.00523	0.0	0.01092	0.0	0.0449	0.0	0.00233	0.03408	0.00182	0.0	0.0	0.03218	0.0	0.00164	0.0	0.00024	0.0	0.0	0.02689	0.00282	0.0	0.0	0.0	0.01555	0.0	0.10037	0.01196	0.0	0.0	0.0	0.2582	0.0	0.0	0.0	0.0	0.0	0.00361	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	0.11937	0.0	0.03683	0.0	0.01444	0.0	0.32482	0.0	0.0	0.23611	0.79376	0.01481	0.02514	0.0	0.07188	0.07287	0.76079	0.01107	0.14776	0.19382	0.09204	0.05	0.0	0.16784	0.0	0.10953	0.11118	0.00901	0.00917	0.02487	0.0	0.05533	0.0	4.89161	0.0408	0.04582	0.02575	0.0	0.32858	0.07652	0.0	0.37757	0.0	0.0	0.20847	0.0027	0.00062	0.0039	0.0	0.2327	0.0	0.18532	0.01772	0.0	0.05325	0.19072	0.00061	0.02845	0.01193	0.23605	0.01748	1.41532	0.0	0.05906	0.02937
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified	0.02484	0.0	0.02227	0.0	0.01911	0.06538	3.68721	0.0	0.0008	0.06796	0.01342	0.0	0.09616	0.0	0.09147	0.14491	0.0	0.17162	0.0	0.39073	0.0	0.01019	0.0	1.53297	0.01622	0.67437	0.00865	0.01439	0.0	0.00751	0.0	0.0	0.12759	0.01914	0.00235	0.62959	0.0	0.0	0.0135	0.0	0.0	0.06684	0.00205	0.0	0.055	0.06439	0.04411	0.0	0.0	0.04517	0.0	0.00479	0.06186	0.0	0.00717	0.0405	0.0	0.0	0.0	0.3054	0.01045	0.0	0.0	0.00777	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	0.03617	0.0646	0.07817	0.42278	1.5396	0.0063	4.64636	2.04616	0.33652	0.93406	2.49254	1.51308	0.0496	0.1048	0.18865	0.37003	0.23782	0.36719	0.02007	0.01589	0.48526	2.89543	2.10589	1.72309	0.57876	2.3825	0.36053	1.76539	3.45315	0.85422	0.07017	0.05311	1.88278	0.49341	0.40485	0.01635	2.97911	0.10336	13.13555	1.10549	0.07292	1.74227	0.11331	0.02523	0.2284	0.52679	0.83864	0.0	0.41539	0.68095	0.12679	0.78665	1.03862	0.24224	0.12683	0.17475	0.18913	0.02496	3.38339	0.26766	0.02974	0.06549	0.01718	0.08444	1.16433
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	2.39699	1.74254	0.42351	3.48981	1.88016	4.23894	3.69179	5.95796	0.79296	2.2311	1.20034	2.6603	1.64485	1.64608	0.30966	3.29649	4.49581	0.33385	1.04007	0.69985	2.05026	3.99097	1.00275	1.93807	1.81734	12.43113	1.79359	1.05999	9.6963	1.46826	0.54712	1.71388	3.23547	2.90878	1.61139	0.65001	7.06554	2.89839	10.77767	23.08071	0.87936	4.46391	5.07455	1.45268	1.48378	2.47978	1.33346	0.14335	4.45058	0.38559	0.28385	5.76129	4.67483	1.20564	1.35418	1.16542	4.48486	1.02063	6.41092	7.33195	3.96088	1.89555	0.26633	7.04928	4.36228
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae	0.74465	0.0	0.37036	0.0	1.61716	2.03262	0.0768	1.99922	0.12402	3.99645	0.0	0.8186	0.16648	0.26041	0.27538	0.0	4.26642	0.22437	0.68467	1.47932	0.0	5.51419	0.11188	4.28018	4.51943	0.01184	0.02688	4.59217	0.95042	1.23185	0.21823	0.0	6.30595	0.52878	0.0	0.84488	0.0	0.0	0.6883	1.4927	0.30288	0.0	0.6447	0.12755	2.9154	0.04456	0.5445	0.0	1.26241	0.35159	0.25385	4.81213	3.47248	0.70623	0.26821	0.0	0.05235	0.33626	3.10382	0.01322	0.7686	7.09301	0.0	0.00248	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	4.6315	10.07744	1.47508	32.73141	4.48414	6.37822	9.14915	15.71289	1.3457	14.56604	21.32332	5.82601	7.99721	2.98099	2.77124	5.08729	4.19891	3.12678	1.84036	5.11962	2.57294	4.73852	5.23674	3.40634	4.51564	5.05381	5.46281	6.97626	3.29999	10.40242	2.41918	5.44531	2.54756	2.42339	7.73186	1.59561	2.97366	0.81087	9.86308	12.14127	0.53485	13.34963	3.9402	0.52626	5.1286	4.13469	3.38943	0.11342	11.77736	1.53202	1.20162	3.52901	10.72387	1.1027	2.78799	0.44583	7.69479	0.62586	11.85877	23.69397	2.68228	1.9555	0.56625	3.07361	1.22425
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae	0.0	0.01004	0.0	0.0	0.01661	0.00344	0.19891	0.0	0.0	0.00316	0.07875	0.00225	0.00469	0.00092	0.01888	0.0	0.03817	0.0	0.00625	0.01116	0.02396	0.04977	0.0	0.0052	0.0	0.00494	0.00826	0.0	0.0	0.0	0.0	0.0658	0.00672	0.0	0.00582	0.0069	0.03614	0.0	0.0	0.0	0.0	0.07616	0.0	0.0	0.0	0.03256	0.0	0.0	0.0	0.01788	0.0	0.0	0.09803	0.00044	0.0	0.0083	0.00042	0.0	0.0	0.01252	0.0	0.00033	0.0	0.00864	0.0
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified	0.949	0.0	0.22995	0.29213	0.75611	0.25526	0.1073	0.0	0.00964	16.27425	2.27214	0.06221	0.07594	0.00787	0.03144	0.25752	1.49278	0.7077	0.1028	0.62904	0.0	0.82495	0.19714	0.13871	0.84284	0.02211	0.0	0.52528	0.11602	0.14586	0.00914	0.0	0.14856	0.05827	0.0	0.0	0.0	0.0	0.05057	0.24554	0.0	0.0	0.01401	0.0032	0.12926	0.08409	0.0	0.0	0.09823	0.01189	0.0	0.03084	0.85052	0.86737	0.24675	0.0	0.0	0.00382	1.29353	0.01205	0.11597	13.62232	0.0104	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae	5.38796	0.0	0.3368	0.33762	3.75502	0.2153	0.40048	12.34353	0.03418	1.26787	0.08808	0.3453	0.28263	0.06637	0.31682	0.32931	2.48102	0.22241	0.22637	0.06274	0.17351	0.00992	0.25522	0.05738	1.74487	0.41961	0.36833	0.30074	0.2567	0.00857	0.00931	0.52956	0.7995	0.5637	0.10597	0.53576	0.0	0.3851	0.0	0.0	0.0	0.0	0.03039	2.82619	0.72976	0.35746	1.329	0.0	2.80574	0.00095	1.14142	0.03025	0.14758	0.98015	0.08013	2.4462	0.10515	0.07355	0.0564	0.03145	0.05832	2.61086	0.0	0.56441	0.16208
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae	5.55795	0.11555	0.0	0.00977	2.92248	0.0	0.03679	0.0	3.02346	0.01906	0.0	0.0	0.3538	0.14887	0.00082	0.0	0.1353	0.0345	0.0	0.0	0.0	0.02809	0.00344	0.0	0.0	0.00328	0.17021	1.40788	0.21823	0.01121	0.0	0.28114	0.0	0.04865	0.0	0.0	0.0	0.0	1.52854	0.0	0.0	0.01415	0.00182	0.64527	0.0	0.0	0.0	0	0.05455	0.34968	0.00672	0.01079	0.0	0.01197	4.05296	0.0	0.39624	0.0	0.0	0.0	0.0	0.0279	0.03139	0.0043	0.09003
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae	0.09817	0.0	0.0	0.00745	0.0	0.02001	0.0	0.0	0.0	0.0	1.91439	0.00603	0.23103	0.00532	0.00214	0.0	0.0	0.0	0.07139	0.02904	0.0	0.4016	0.00675	0.0	0.0	0.23929	0.0	0.08033	0.01345	0.0317	0.0	0.11049	0.0	0.0	0.0	0.01072	0.05448	0.0	0.0	0.04781	0.19408	0.17597	5.22569	0.07771	0.0	0.0152	0.04974	0	0.0	1.06469	0.05003	0.70596	0.0	0.02899	0.31072	0.01178	0.0	0.33192	0.00159	0.0	0.24566	0.23339	0.00191	16.58714	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04874	0.0	0.0	0.0	0.0	0.01813	0.0	5.13255	0.0	0.0	0.00489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.0	0.0	0.0	0	0.0	0.0	0.05422	0.0	0.0	0.0	0.0	0.0	0.36149	0.02976	0.0	6.96583	0.0	0.0	0.0	0.02719	0.91903
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales.f__Victivallaceae	0.13226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52388	0.0	0.0	0.0	0.0	0.03235	0.00422	0.13295	0.05703	0.0	0.0	0.0	0.09804	0.0	0.0	0.02885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17517	0.01716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.0	0.0	0.0	0.0	0.02481	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.05229	0.79374	0.0	0.00291	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
