study_condition	NASH	NASH	NASH	NASH	H	H	NASH	H	H	NASH	NASH	NASH	H	H	H	H	H	H	H	H	H	NASH	NASH	NASH	NASH	H	H	H	NASH	NASH	NASH	NASH	NASH	NASH	NASH	NASH	NASH	NASH
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	0.0	0.0	0.0	0.0	0.0	0.0	0.00015829046299960426	0.0	0.0	0.0	0.0005413766434648105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.967492630069317e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004449586188484471	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__	0.0	0.0	0.0	0.0	0.003600464576074332	0.0005586592178770949	0.0	0.0014058106841611997	7.536930961712391e-05	0.0	0.0	0.0	0.0002415264471459625	0.0	0.00029276147259020715	0.0	0.00014665982254161473	0.001211631663974152	0.0003719407870267054	0.0001128158844765343	0.0	0.0	8.299443937256204e-05	0.00015934985260138634	0.0	0.0	0.00023573785950023574	0.000566197980560536	0.0	0.0	0.0	0.00040899795501022495	0.0	0.0	0.0002799552071668533	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.733952049497293e-05	0.0	0.0	0.0	0.0	0.0	0.0002199897338124221	0.0	0.0	0.0	0.0	0.0	0.0	0.00039837463150346584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.0	0.0003180155827635554	0.0	0.0	0.0022067363530778165	0.002932960893854749	0.0	0.0010710938545990091	0.0	0.0	7.733952049497293e-05	0.0	8.050881571532083e-05	0.0003522367030644593	0.00029276147259020715	0.000315955766192733	0.0004399794676248442	0.002423263327948304	0.0019340920925388677	0.0	0.0	0.00043143740562306753	0.0004149721968628102	0.0	0.00016390755613833797	0.0	0.000942951438000943	0.002642257242615835	0.0001341741580571582	9.155832265152902e-05	8.985533291400844e-05	0.00040899795501022495	0.0004082299150881777	0.0	0.0012597984322508398	0.0002957704821058858	0.0	0.0011378182335371923
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	0.00033025099075297226	0.0001590077913817777	0.0	0.0005129332454019198	0.0003484320557491289	0.0	0.0003957261574990107	0.0002008300977373142	0.0007536930961712391	0.0	0.0	6.413545407901488e-05	0.0	0.0	0.0	0.0	0.0	0.00010096930533117933	0.0	0.0	0.0	0.00014381246854102252	0.0	0.00015934985260138634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00408997955010225	0.0	0.00017798344753937884	0.0	0.0001478852410529429	0.0	0.00014222727919214906
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella	0.0	0.0	0.0	0.0006594856012310398	0.0	0.0	0.001662049861495845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007909685769756237	0.0	0.00015934985260138634	0.0	0.0	0.0	0.0	0.0	0.0	8.985533291400844e-05	0.0	0.0008981058131939908	0.0008899172376968942	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__;o__;f__;g__	0.0	0.0	0.0009255831173639393	0.0	0.0	0.0	0.001266323703996834	0.0	0.0	0.0	0.0006960556844547563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021571870281153377	0.0	0.0008764241893076249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010613977792292618	0.0008899172376968942	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.0	0.0	0.0008330248056275454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135532331809275	0.00017798344753937884	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.5312087186261562	0.3126093178565751	0.002499074416882636	0.06909943577343006	0.0423925667828107	0.24385474860335243	0.09529085872576191	0.09405542910697559	0.23047934880916515	0.013023782559456396	0.33936581593194115	0.3270266803488974	0.5997101682634237	0.03909827404015499	0.21700944155749097	0.2069510268562402	0.09298232749138365	0.2879644588045236	0.07795878896079751	0.20182761732852006	0.44535519125683065	0.5889120586754869	0.007967466179765955	0.09887658353916018	0.06400590067202096	0.001347900113507378	0.2677982083922678	0.5197697461545718	0.47417147457399744	0.06857718366599524	0.011411627280079073	0.34069529652351754	0.2264043109079031	0.10225149061137316	0.31089025755879046	0.355368234250222	0.4924212980956081	0.4666477030294414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__	0.0004953764861294584	0.0	9.255831173639393e-05	0.0008060379570601598	0.0	0.0	0.0003957261574990107	0.0	0.0	0.0	0.0003093580819798917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002901138138808302	0.0	0.015482695810564663	7.190623427051126e-05	0.0	0.00015934985260138634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040899795501022495	0.012328543435662965	0.0004449586188484471	0.0006998880179171332	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella	0.0	0.0	0.0	0.0	0.00023228803716608595	0.0008379888268156424	0.00015829046299960426	0.00522158254117017	0.0	0.0	0.0	0.0	0.0016101763143064165	0.0	0.00014638073629510357	0.0036334913112164298	0.00806629023978881	0.0	0.0018597039351335267	0.019291516245487365	0.0	7.190623427051126e-05	0.0	0.000956099115608318	0.0	0.0	0.008722300801508723	0.008776068698688308	0.0	0.0	0.0	0.0	0.0005715218811234487	0.0	0.00013997760358342665	0.0008873114463176574	0.0	0.006400227563646707
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas	0.0	0.0	0.0	0.0	0.00011614401858304297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048305289429192495	0.0	0.0	0.000315955766192733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002379619260918253	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	0.0	0.003975194784544443	0.0	0.0	0.00011614401858304297	0.00027932960893854746	0.0	0.0021421877091980183	0.001658124811576726	0.0	0.0009280742459396752	0.0003206772703950744	0.006118669994364383	0.0	0.000658713313327966	0.000315955766192733	0.0009532888465204957	0.0014135702746365104	0.0	0.005189530685920578	0.0	0.0	0.0004149721968628102	0.000956099115608318	0.0	0.0	0.004243281471004243	0.0024535245824289895	0.005501140480343485	0.0	0.00017971066582801688	0.006134969325153374	0.008246244284781188	0.0012458841327756519	0.005459126539753639	0.0	0.005441119315973572	0.003982363817380173
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0.02064068692206077	0.012720623310542217	9.255831173639393e-05	0.014142302337510076	0.0018583042973286876	0.011033519553072624	0.007914523149980214	0.004418262150220913	0.0	0.0022650056625141564	0.0030162412993039443	0.012955361723961006	0.022381450768859192	0.0008218856404837384	0.006147990924394349	0.009636650868878356	0.017012539414827308	0.0026252019386106625	0.016439782786580377	0.014101985559566786	0.08333333333333334	0.0006471561084346013	0.0007469499543530583	0.003824396462433272	0.0004917226684150139	0.0	0.02899575671852899	0.019722562989525336	0.004159398899771904	0.006683757553561619	0.0012579746607961182	0.007770961145194275	0.007674722403657741	0.0028477351606300614	0.030375139977603587	0.020556048506359063	0.11193159735717062	0.0027023183046508323
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.046070013210039625	0.0	0.0637726767863754	0.03825016487140032	0.0	0.0	0.09774436090225563	0.00013388673182487614	0.0	0.0007927519818799547	0.06852281515854602	0.007824525397639816	0.0	0.0	0.00014638073629510357	0.0	0.00388648529735279	0.00020193861066235866	0.0	0.0	0.00273224043715847	0.02164377651542389	0.010125321603452569	0.05059357820094016	0.00163907556138338	0.01525255391600454	0.0	0.0006605643106539587	0.07057560713806521	0.0	0.03423488184023723	0.024539877300613498	0.035597648595689105	0.021002046809646704	0.0025195968645016797	0.0038450162673765156	0.000388651379712398	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004640371229698376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.190623427051126e-05	0.0	0.0002390247789020795	0.0	0.00014188422247446084	0.0	9.436633009342267e-05	0.0	0.0	0.0	0.0	8.164598301763554e-05	0.0	0.0011198208286674132	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004949729311678267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Hallella	0.00016512549537648613	0.0	0.0	0.00014655235582911996	0.0	0.0	0.0	0.0	0.0	0.0	0.013843774168600154	0.0002565418163160595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017257496224922701	0.0	0.010357740419090112	0.0009014915587608589	0.002412031782065834	0.0	0.0	0.0	0.0	0.023182675891814178	0.0	0.0006531678641410843	0.0009789089614665836	0.01791713325867861	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003397508493771234	0.0	0.0	0.044279848643426455	0.0	0.003073995462197175	0.0	7.332991127080736e-05	0.0	7.438815740534107e-05	0.0	0.0	7.190623427051126e-05	0.0	0.00015934985260138634	8.195377806916898e-05	0.0	0.0	0.0	0.0	0.0006409082585607032	0.0	0.00040899795501022495	0.004245591116917048	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.008256274768824307	0.21593258069645413	0.17437985931136613	0.08097017659558878	0.0	0.0	0.2979026513652552	0.0	7.536930961712391e-05	0.0	0.18352668213457085	0.015841457157516677	0.0002415264471459625	0.00011741223435481978	0.00014638073629510357	0.0001579778830963665	0.2382488817188532	0.00020193861066235866	0.008108309157182176	0.26590703971119134	0.0004553734061930783	0.1666067448047746	0.799070462279027	0.3226037765915067	0.07457793804294377	0.034619750283768444	0.0	0.000283098990280268	0.22125318663625387	0.7561801867789779	0.6096684338215477	0.08793456032719837	0.18868386675375567	0.13001690842751623	0.00013997760358342665	0.20970127181307302	0.0011659541391371938	0.00042668183757644715
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.002476882430647292	0.0017490857051995546	0.0	0.0	0.005226480836236934	0.015083798882681562	0.00015829046299960426	0.019681349578256794	0.003165511003919204	0.000566251415628539	0.0004640371229698376	0.00019240636223704461	0.03365268496900411	0.0004696489374192791	0.029422527995315816	0.0	0.005353083522768939	0.008178513731825524	0.021275013017927547	0.04253158844765343	0.10974499089253188	0.0005752498741640901	0.0002489833181176861	0.0010357740419090111	0.00016390755613833797	7.094211123723042e-05	0.019330504479019336	0.017080305746909503	0.0016100898966858984	9.155832265152902e-05	0.0017971066582801688	0.004498977505112475	0.02065643370346179	0.0008009255139272048	0.020156774916013438	0.0022182786157941437	0.017100660707345512	0.0147916370359835
k__Bacteria;p__Firmicutes;c__;o__;f__;g__	0.0	0.0	0.0033320992225101815	0.0010991426687183997	0.0008130081300813008	0.0011173184357541898	0.0018203403244954491	0.0014727540500736377	0.002788664455833584	0.00011325028312570782	0.001005413766434648	0.000577219086711134	0.006360196441510345	0.00023482446870963955	0.0022689014125741053	0.000631911532385466	0.0008799589352496884	0.0	0.005430335490589898	0.0628384476534296	0.0	0.0	8.299443937256204e-05	0.0006373994104055454	0.0006556302245533519	0.0	0.0023573785950023575	0.0023591582523355666	0.0	0.0	0.0004492766645700422	0.0016359918200408998	0.005143696930111038	0.0005339503426181365	0.00013997760358342665	0.0001478852410529429	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0	0.0	0.0	7.327617791455998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.050881571532083e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.195377806916898e-05	0.0	0.0	0.0	0.0001341741580571582	0.0	8.985533291400844e-05	0.0	8.164598301763554e-05	0.00017798344753937884	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	0.0	0.0	0.0	0.0012456950245475196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004860170504342284	0.0	0.11414585698070374	0.0	0.0	0.0	9.155832265152902e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012827090815802975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016598887874512408	0.0	0.0	0.00021282633371169125	0.0	0.0	0.0	0.0	0.0	0.0028629856850715747	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	0.0	7.327617791455998e-05	0.0	0.0	0.0	0.0	0.0	0.003737259343148358	0.0	6.413545407901488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057524987416409	0.00033197775749024816	0.00015934985260138634	0.0	0.0	0.0	0.0	0.0	0.0013733748397729353	0.0	0.0	0.0	0.00017798344753937884	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0004953764861294584	0.0	0.0	0.0010991426687183997	0.0	0.0	0.0009497427779976258	0.0	0.0	0.0	0.0007733952049497294	0.003976398152898923	0.0	0.0	0.0003659518407377589	0.0	0.00014665982254161473	0.00010096930533117933	0.00014877631481068215	0.0	0.0	0.00014381246854102252	0.0011619221512158685	0.0005577244841048522	0.0027864284543517455	0.00028376844494892167	0.0	0.0	0.0	0.0006409082585607032	8.985533291400844e-05	0.002044989775051125	0.0006531678641410843	8.899172376968942e-05	0.0005599104143337066	0.0	0.0011659541391371938	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0.0008256274768824307	0.0	0.0	0.0019784568036931194	0.00011614401858304297	0.0	0.0004748713889988128	6.694336591243807e-05	0.0002261079288513717	0.0	0.0002320185614849188	0.0061570035915854285	0.0	0.0	0.0006587133133279661	0.0	0.00029331964508322946	0.00010096930533117933	0.0	0.0	0.0	0.0002157187028115338	0.002323844302431737	0.0002390247789020795	0.003196197344697591	0.00014188422247446084	0.0	0.0	0.0005366966322286328	0.0009155832265152902	0.0002695659987420253	0.00408997955010225	0.0004082299150881777	0.0005339503426181365	0.0002799552071668533	0.0002957704821058858	0.000388651379712398	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.00016512549537648613	0.0001590077913817777	0.0	0.0002931047116582399	0.00023228803716608595	0.0	0.0002374356944994064	0.0004016601954746285	0.000829062405788363	0.0	0.0003866976024748647	0.001154438173422268	0.0	0.00011741223435481978	0.0005123325770328625	0.0	0.0002199897338124221	0.00010096930533117933	7.438815740534107e-05	0.0001128158844765343	0.0	7.190623427051126e-05	0.0008299443937256205	7.967492630069317e-05	0.0021307982297983936	0.0	0.0	0.00018873266018684534	0.0	0.0011902581944698773	8.985533291400844e-05	0.0016359918200408998	0.00016329196603527107	0.00026697517130906825	0.00013997760358342665	0.0001478852410529429	0.000388651379712398	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.00016512549537648613	0.0004770233741453331	0.00684931506849315	0.005275884809848318	0.005923344947735193	0.007402234636871508	0.03514048278591215	0.002878564734234837	0.0032408803135363278	0.003057757644394111	0.006187161639597834	0.0014109799897383275	8.050881571532083e-05	0.0052835505459668895	0.0019761399399838985	0.009794628751974723	0.0013199384028745324	0.005553311793214863	0.010116789407126386	0.0009025270758122744	0.0004553734061930783	0.0018695620910332926	0.0008299443937256205	0.017528483786152498	0.0009014915587608588	0.000851305334846765	0.00023573785950023574	0.0016042276115881854	0.0018784382128002146	0.0004577916132576451	0.0002695659987420253	0.0016359918200408998	0.0011430437622468974	0.008454213758120492	0.00041993281075028	0.0002957704821058858	0.0031092110376991842	0.0065424548428388565
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0.0	0.0	0.001573491299518697	0.0	0.0	0.0	0.00015829046299960426	0.0	0.0	0.0	0.0003093580819798917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009670460462694339	0.0	0.0	0.0	0.0	7.967492630069317e-05	0.00016390755613833797	0.001206015891032917	0.0	0.0	0.0	0.0	0.00017971066582801688	0.0	0.0006531678641410843	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.04623513870541611	0.0001590077913817777	0.3471862273232139	0.08925038469993402	0.03879210220673636	0.003910614525139665	0.12552433715868627	0.010911768643727403	0.009948748869460356	0.001925254813137033	0.11407579273008518	0.017252437147255006	0.01046614604299171	0.0014089468122578373	0.0013174266266559322	0.0	0.007113001393268314	0.0004038772213247173	0.01710927620322845	0.01500451263537906	0.001366120218579235	0.008916373049543395	0.015187982405178853	0.0478049557804159	0.007129978692017703	0.5219920544835414	0.0023573785950023575	0.019816929319618763	0.07339326445726549	0.0004577916132576451	0.1271452960733219	0.014314928425357875	0.02359568909209666	0.02883331850137938	0.039333706606942874	0.0054717539189588875	0.0	0.0007111363959607453
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Anaerosporobacter	0.0	0.0	0.0	0.0003663808895727999	0.0	0.002793296089385475	0.0	0.0	0.0	0.0	0.0	0.0	0.0005635617100072458	0.0	0.0	0.004581358609794629	0.0	0.005250403877221325	0.0002975526296213643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto	0.0	0.0001590077913817777	0.0	0.0	0.0	0.00013966480446927373	0.0	6.694336591243807e-05	0.0	0.0	0.0	0.005066700872242175	0.0	0.00023482446870963955	0.0008050940496230697	0.002527646129541864	7.332991127080736e-05	0.00010096930533117933	0.0	0.009476534296028882	0.0	0.0	0.0026558220599219853	0.0	0.0011473528929683658	0.0	0.00023573785950023574	0.0028309899028026797	0.0	9.155832265152902e-05	0.00017971066582801688	0.0	0.0004898758981058132	0.0	0.0	0.0	0.0	0.00014222727919214906
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Sarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011619221512158685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__	0.00016512549537648613	0.0	0.01814142910033321	0.003443980361984319	0.0	0.0	0.0016620498614958448	0.0	0.0	0.00011325028312570782	0.0027842227378190258	6.413545407901488e-05	0.0	0.0	0.0	0.0	7.332991127080736e-05	0.0	0.0	0.0	0.0	0.0007190623427051126	0.0	0.0022308979364194085	0.00016390755613833797	0.0038308740068104426	0.0	0.0	0.0009392191064001073	0.0	0.001437685326624135	0.0081799591002045	0.0002449379490529066	0.001957817922933167	0.00013997760358342665	0.0001478852410529429	0.0	0.0
