study_condition	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	nonCDI	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Raoultella	0.0	0.0	0.0004158004158004158	0.013143483023001095	0.00042408821034775233	0.0	0.0	0.0	0.0	0.0021331058020477816	0.0	0.0391156462585034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042265426880811494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004752851711026616	0.0	0.0	0.0	0.006903353057199212	0.0	0.7682901117436222	0.0	0.0	0.00024254183846713557	0.0	0.0	0.0	0.0023210831721470018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013729191693839025	0.0	0.0	0.0	0.0	0.0	0.0	0.000178826895565093	0.11992049469964665	0.0	0.0	0.0018428547495392862	0.0	0.007748404740200547	0.46236099230111205	0.0	0.0008787346221441124	0.0	0.0	0.0	0.0009113278046113187	0.0	0.0	0.0	0.0	0.0	0.0	0.0002212878955521133	0.0	0.0	0.0	0.0002099517111064455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08675313629598129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006185248183083346	0.0	0.0	0.002274881516587678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014144271570014144	0.0	0.005935483870967742	0.0	0.0	0.0	0.005318017443097214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016189842537147926	0.0	0.0	0.00040905372238887375	0.0	0.0	0.0	0.0	0.0011551155115511551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006793478260869565	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella	0.007082152974504249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	0.0	0.0	0.0	0.001095290251916758	0.0	0.0004385964912280702	0.0	0.0	0.0	0.0004266211604095563	0.00028776978417266187	0.0	0.0	0.0	0.0	0.0	0.0005238344683080147	0.00040257648953301127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043572984749455336	0.0	0.0	0.0	0.0	0.0	0.00046253469010175765	0.00040559724193875484	0.0	0.00042634832658281814	0.0	0.0	0.0	0.0	0.0005291005291005291	0.0006564551422319475	0.0	0.00038684719535783365	0.00020329335230737954	0.0	0.0	0.0	0.0	0.0	0.0005753739930955121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022084805653710247	0.0	0.0004816955684007707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008347245409015025	9.113278046113187e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003578457684737878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012757814161173718	0.00025451768897938407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035568202027387515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015762925598991173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002226179875333927	0.0	0.0	0.0	0.0001988862370723946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005767012687427913	0.0	0.0002820078962210942	0.0	0.0	0.0002021018593371059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016627868307283005	0.0	0.0	0.0	0.0	0.0	0.0	0.0002957267484844004	0.0	0.00015372790161414298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001575299306868305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Xenorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000722543352601156	0.0	0.0	0.0	0.0	0.0	0.0006590509666080844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010371292263015972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia	0.002124645892351275	0.0007674597083653108	0.0	0.000547645125958379	0.0	0.0004385964912280702	0.0	0.0052677787532923615	0.0005461496450027307	0.0008532423208191126	0.0	0.0	0.0	0.0	0.0	0.0	0.013095861707700367	0.0	0.0004158004158004158	0.0	0.0	0.0	0.0	0.00042265426880811494	0.0	0.0	0.0	0.0	0.0004329004329004329	0.0	0.0	0.05229993698802773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042634832658281814	0.0	0.0	0.0	0.0	0.0003527336860670194	0.000437636761487965	0.0	0.00038684719535783365	0.0	0.0	0.0	0.0	0.0	0.00016210082671421625	0.0003835826620636747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006625441696113075	0.0	0.0	0.147595912213101	0.0	0.0	0.0	0.0	0.0057117750439367315	0.0	0.0	0.00041736227045075126	9.113278046113187e-05	0.0	0.0	0.0	0.00025477707006369424	0.0	0.0	0.0	0.0	0.0	0.00017094017094017094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012627857052658164	0.0	0.002764193068254306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017907774958961348	0.0	0.0	0.0	0.0	0.0	0.0	0.00024195499637067505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003720238095238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016627868307283005	0.0	0.0	0.0	0.0	0.00017670966601873123	0.0	0.0001478633742422002	0.0	0.00015372790161414298	0.0	0.0	0.0	0.0	0.0	0.0	0.000292525961679099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001593879502709595	0.0	0.0	0.0	0.0	0.00021579628830384117	0.0	0.00022163120567375886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003826530612244898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042265426880811494	0.0	0.0	0.0	0.0	0.0004329004329004329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006118286879673691	0.0	0.0	0.0	0.0	0.0	0.0	0.0002042483660130719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001892147587511826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011813349084465446	0.0	0.0	0.0	0.0	0.0	0.0007107320540156361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10896493806424522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044933722758930576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003727171077152441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017611835153222966	0.0002002803925495694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003287851389117212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199468085106383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001537042729787888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014858841010401187	0.0	0.0	0.00036264732547597464	0.0	0.00031138097462245055	0.0	0.0	0.0002048760499897562
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011813349084465446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019982993197278913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011841326228537595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004329004329004329	0.0	0.0	0.1657214870825457	0.0	0.0	0.0	0.0	0.00046253469010175765	0.0	0.0	0.0	0.010120177103099304	0.0	0.03704962610469069	0.0	0.0	0.0	0.0	0.0	0.0	0.0004084967320261438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007568590350047304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023626698168930892	0.0	0.0	0.0	0.0	0.0	0.0035536602700781805	0.0	0.0	0.0	0.0	0.0043559427504667085	0.0	0.0	0.0	0.0	0.016586185177409195	0.0	0.0	0.0	0.001563232765358762	0.0	0.00019940179461615153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002949417490045716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022466861379465288	0.0005278437582475588	0.00032190568163528087	0.0	0.0	0.00033698399326032014	0.0	0.0	0.002609019754006709	0.0	0.00021294718909710392	0.0	0.0	0.00014923145799134458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.373080109616978e-05	0.0	0.002635046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0008508827908955542	0.0	0.0	0.0	0.0	0.00017580872011251758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002002803925495694	0.00014436263894903998	0.0	0.0	0.0	0.0014236902050113896	0.0	0.0	0.0	0.00019425019425019425	0.0	0.0009544586855740388	0.0016966406515100101	0.0	0.0	0.0	0.0	0.0	0.00032948929159802305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003287851389117212	0.0	0.0	0.0002101281781886951	0.0	0.00016084928422068523	0.0	0.0001593879502709595	0.0001576789656259855	0.0	0.0	0.0	0.0	0.0005824111822947001	0.0013297872340425532	0.0	0.0	0.0	0.0	0.00020984156961494072	0.0008331019161344072	0.0	0.00046111281893636643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014858841010401187	0.0	0.0	0.001087941976427924	0.0	0.0014012143858010274	0.0	0.0	0.0002048760499897562
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007123775601068567	0.0	0.0	0.0	0.00017866714311238162	0.0	0.0	0.0	0.0011143302874972142	0.00021263023601956197	0.008399083736319674	0.0005077860528097495	0.0020540910647038686	0.0	0.0	0.0013196093956188968	0.00016095284081764043	0.0005946481665014867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001807426881367072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.011189854531891086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.14658709436777323	0.0	0.0	0.0	0.0	0.0	0.00149812734082397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001115324559446799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002352437981180496	0.0005906674542232723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015103458692040478	0.0	0.0004689698296076286	0.0	0.0	0.0009276437847866419	0.00036310820624546115	0.00018885741265344664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006685981724983285	0.00021263023601956197	0.0022906592008144567	0.0	0.00034234851078397807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011335298118340512	0.0	0.0	0.0	0.0005634861006761833	0.0001742767514813524	0.0	0.0	0.00013937282229965157	0.0003092624091541673	0.00018422991893883567	0.0	0.0001895734597156398	0.0	0.0007022471910112359	0.0	0.00015067048365225252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007741935483870968	0.001868722261153936	0.0	0.0	0.00021272069772388852	0.0	0.0	0.00019364833462432224	0.0	0.0	0.0	0.0	0.0	0.009870276367738295	0.0	0.00024324981756263683	0.0	0.0	0.00025516713447307985	0.0	0.0	0.0	0.0	0.00019342359767891682	0.00022732439190725165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002885042166000888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014539110206455364	0.0	0.0	0.0003028009084027252	0.0	0.0001462629808395495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011025726695623121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
