dataset_name	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00907	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.0	0.02609	0.02569	0.0	0.1657	0.0	0.00602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0044	0.0	0.0	0.0	0.04877	0.0	0.0	0.00248	0.03793	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.00985	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.00737	0.0	0.0	0.00471	0.0	0.0	0.0	0.07319	0.0	0.00094	0.0	0.00168	0.0	0.0	0.01067	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.01421	0.0	0.03294	0.00813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.13434	0.07365	0.0675	0.24839	0.14525	0.66822	6.24476	2.8027	0.21068	0.60241	0.14098	0.64108	0.4608	0.33057	0.06268	0.59713	0.02422	0.64994	0.05765	0.24382	0.00609	2.89524	0.04533	0.10908	0.06734	0.11132	0.07937	0.22583	0.01692	0.2759	0.03076	0.21834	0.14477	0.0723	0.03477	3.50105	0.06337	0.01309	0.0	0.03583	55.47222	0.00478	0.15171	0.58791	0.06871	0.19307	1.24942	0.76274	0.02391	0.05901	0.46216	1.32116	0.51077	0.00012	0.06692	6.00081	0.08648	4.29218	0.28134	0.00184	0.08848	0.0417	0.08855	0.02203	0.01764	0.0888	0.39147	0.00098	0.01699	1.08555	0.03279	0.16972	0.01219	0.55019	1.31217	0.01774	0.07172	0.04902	0.19144	0.07521	0.02008	0.11207	0.22636	0.27452	0.0	1.34505	1.67362	0.00548	0.05658	0.25044	0.11406	0.01972	0.31248	0.50475	0.23277	0.42063	0.11155	0.04952	2.05382	0.06912	0.14275	0.00178	0.0	0.01049
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.00828	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02875	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.00308	0.0	0.0001	0.00174	0.01586	0.0	0.00087	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.01218	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.00433	0.0	0.00687	0.03881	0.0	0.07752	0.0	0.0	0.0	0.0209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.00082	0.00183	0.0	0.0	0.0	0.0	0.00612	0.00059	0.00481	0.0	0.0	0.0	0.0	0.0	0.00651	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.00032	0.0	0.00016	0.00473	0.00673	0.00602	0.0	0.00466	0.00135	0.0	0.00599	0.0	0.00556	0.08395	0.0	0.0	0.00655	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.00191	0.00086	0.00476	0.00172	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.03087	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.00042	0.00499	0.0	0.00908	0.01094	0.00427	0.08321	0.0	0.02976	0.0	0.00107	0.0	0.0	0.08354	0.0	0.0	0.0	0.0007	0.0	0.0	0.00296	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.01002	0.0	0.00044	0.01856	0.0	0.00191	0.0081	0.00042	0.0	0.0	0.0	0.0019	0.01765	0.00206	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26115	0.0	0.10644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01472	0.0	0.0	0.0172	0.02044	0.0	0.0	0.0	0.12966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	1.2754	0.58923	0.37316	0.18426	0.88557	1.06676	0.39616	0.0029	1.05432	0.20762	0.5497	1.23248	1.14915	0.54409	0.19539	0.57183	0.88013	8.15956	0.76731	0.05893	0.33024	3.49047	1.3611	0.28834	3.52925	0.18008	0.53777	0.52032	0.55894	0.0	0.39124	0.47991	0.15487	0.04678	0.4078	4.09616	0.52179	1.15808	1.08527	0.27726	0.422	0.21114	3.21158	0.31808	0.30374	0.10663	0.24627	1.06643	0.26206	0.62948	0.03916	0.52969	0.36007	3.09375	0.02925	0.43515	3.09359	0.15525	0.00599	0.45915	0.06964	0.71097	0.36776	0.29271	0.35938	0.12674	1.83088	0.28209	0.78528	0.826	6.63854	0.0	1.15466	0.3366	1.20086	0.38806	0.02595	0.14117	0.95482	1.88634	0.14599	0.59292	0.0	0.46922	0.96005	2.99024	0.26737	0.197	0.33043	0.22536	3.31509	0.00321	1.28834	0.65804	0.73261	0.31135	3.14514	0.41569	2.5208	0.33127	0.31215	0.16868	1.60414	0.00847
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.00013	0.03188	0.0011	0.00287	0.01446	0.24742	0.0	0.07493	0.01297	0.0	0.39194	0.01525	0.03145	0.05355	0.01959	0.01027	0.0	0.00125	0.0	0.0009	0.0	0.0	0.01037	0.06758	0.0008	0.06782	0.0	0.00254	0.00869	0.09813	0.00589	0.01265	0.03098	0.01518	0.0408	0.0	0.0	0.08428	0.0	0.0	0.0	0.00172	0.0	0.0	0.01081	0.00909	0.0	0.05293	0.0711	0.0	0.36439	0.05075	0.0	0.00134	0.0	0.0	0.0	0.00118	0.21028	0.00714	0.0	0.0	0.00134	0.12444	0.00181	0.02998	0.02073	0.03362	0.0	0.00335	0.0	0.0316	0.0017	0.09639	0.01454	0.0	0.10061	0.0	0.00646	0.0	0.04226	0.0	1.74497	0.02348	0.0	0.02362	0.00516	0.02187	0.0	0.00105	0.01282	0.0047	0.3513	0.00238	0.0	0.00235	0.0	0.0	0.0	0.02233	0.0065	0.0	0.04021	0.00017
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Lactonifactor	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.00267	0.0	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.00424	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.00563	0.0	0.0	0.0	0.01362	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.00602	0.0	0.00997	0.02926	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.00395	0.00035	0.0	0.0	0.00462	0.0	0.0	0.0	0.0333	0.00363	0.0	0.0	0.0	0.02538	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.00648	0.00134	0.0	0.0	0.0	0.0	0.0	0.02107	0.0	0.0	0.10896	0.00667	0.0	0.01093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.00126	0.00103	0.0	0.00255	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.0	0.0	0.0	0.00282	0.00155	0.00286	0.0	0.0	0.00024	0.00746	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.01366	0.0	0.0	0.0	0.00236	0.0	0.00217	0.0	0.0	0.0	0.0	0.00212	0.0	0.00317	0.00334	0.00794	0.00352	0.0	0.00032	0.00082	0.00062	0.0	0.0	0.0	0.0	0.01585	0.0	0.0	0.00051	0.01184	0.0	0.0	0.0	0.04619	0.01255	0.0	0.0	0.0	0.04812	0.0	0.00097	0.00962	0.0	0.00423	0.0	0.0	0.0	0.0038	0.01306	0.0334	0.0	0.0	0.00173	0.0	0.00116	0.0	0.03973	0.00044	0.0	0.0	0.00581	0.0	0.00103	0.0	0.0	0.00094	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.06831	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.0	0.0	0.0	0.0	0.00038	0.0076	0.0	0.0	0.0	0.0	0.11035	0.00645	0.0	0.0	0.0	0.15269	0.0	5.28169	0.0	0.0	0.64626	0.0	0.0	6.08767	0.0	0.05428	0.0	0.01744	0.02025	0.03602	0.0	0.0	0.00464	0.0	0.0	0.0	2.78255	0.0	0.0	0.0	0.0	5.04607	0.00578	0.0	0.00028	0.0	2.73428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02078	0.15821	0.0	0.0	0.00052	0.0	0.00891	0.0	0.0027	0.0	0.33174	0.0	0.0	0.0	0.0	0.0019	0.0	0.0	0.0	0.0	0.0038	0.01072	0.0	1.76431	0.00569	0.0	0.0	0.0	0.0008	0.0	0.0	2.44698	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.03853	0.00935	0.02166	0.0578	0.01296	1.1653	0.0	1.46675	0.00539	0.0	0.04875	0.09548	0.0	0.14707	0.00012	0.00398	0.0	0.03903	0.01144	0.03056	0.00319	0.0	0.01794	0.01841	0.00951	0.09407	0.00035	0.02055	0.13895	0.17353	0.00634	0.01375	0.02159	0.0169	0.00742	0.00876	0.00869	0.88745	0.01656	0.03514	0.0	0.02292	0.0	0.01249	0.25311	0.00899	0.00531	0.0019	0.05978	0.07112	0.0	0.00095	0.0	0.05319	0.00067	0.0	0.0	0.07267	0.0	0.03783	0.01849	0.01059	0.00024	0.00089	0.08414	0.0	0.12845	0.06351	0.19392	0.0	0.15835	0.03386	0.00113	0.22493	0.0	0.16225	0.0	0.00127	0.02664	0.0	0.00799	0.03616	0.0	0.03863	0.06703	0.00901	0.04319	0.0	0.09898	0.00365	0.0	0.0312	1.31538	0.057	0.11371	0.01515	0.01503	0.0015	0.0	0.00017	0.00238	0.48095	0.111	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.00771	0.10918	0.05523	0.0128	0.17075	0.54595	0.18112	0.0	0.57154	0.02017	0.13697	0.07219	0.06723	0.03899	0.03441	0.0036	0.96945	0.06582	0.00431	0.01571	0.03187	0.00798	0.04261	0.05795	0.08548	0.05991	0.09715	0.16071	0.44098	0.00675	0.19522	0.04594	0.06356	0.15733	0.03371	0.05267	0.02385	0.0009	0.23577	0.04258	0.0	0.00026	0.01275	0.0567	0.0968	0.07447	0.03202	2.06842	0.16902	0.02606	0.0	0.04771	0.02317	0.04099	0.0	0.00704	0.02057	0.02402	0.039	0.34609	0.03071	0.03032	0.03229	0.01159	0.05478	0.01575	0.06404	0.0	0.18105	0.01622	0.07115	0.05603	0.5894	0.0427	0.0338	0.02395	0.01997	0.00141	0.16163	0.18173	0.01699	0.01462	0.0	0.07978	0.00933	0.04921	0.2084	0.18395	0.1854	0.06589	1.98111	0.03411	0.11027	0.12765	0.08651	0.00415	0.02321	0.01345	0.00546	3.48386	0.02832	0.04035	0.01952	0.17762
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.19639	0.25455	0.0	0.0	0.12185	1.01247	0.14447	0.0	0.34739	0.0	0.32676	0.0	0.59249	0.0	0.82629	0.11683	0.01144	0.0	0.0	0.0	0.0	0.0	0.25744	0.2418	0.0	0.09437	0.0	0.49902	0.62911	0.05859	0.0	0.0	0.0	0.11027	0.0	0.0	0.68607	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382	0.02487	0.0	0.0	0.14419	0.00666	0.10639	0.04903	0.0	0.19743	0.07065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06274	0.0	0.0	0.0	0.0	0.2288	0.4256	0.0	0.0	0.25055	0.0	0.0	0.0	0.0	0.0	0.30467	0.0	0.0	0.04829	0.01856	0.0	0.59593	0.32549
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.0	0.0	0.0	0.0	0.00538	0.02825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01562	0.0	0.01498	0.0	0.0	0.00145	0.0	0.0	0.08502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.02861	0.0	0.0	0.0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.00181	0.0	0.0	0.0	0.0	0.0	0.00643	0.0	0.03299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01117	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0109	0.0	0.0	0.0	0.00618	0.0	0.0	0.0	0.00227	0.0	0.0	0.01859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	11.55401	8.03011	5.59301	5.29266	12.33529	3.0985	8.36384	1.13619	2.1295	8.98856	1.34687	13.938	2.87776	9.4935	2.89623	6.66779	0.34456	8.32913	9.95755	3.45679	0.87215	0.36904	2.98101	13.17862	1.44765	0.93318	29.05012	4.71341	3.87209	1.73439	0.85651	10.31532	14.6	3.69425	0.06601	9.72913	3.34155	0.72634	3.4949	3.67656	0.02217	5.2813	1.43527	1.90913	1.11295	6.14709	9.15619	0.00421	2.35374	8.37081	2.67501	14.09035	3.04659	0.52127	4.54637	2.37336	2.2217	8.20166	1.95718	0.63011	3.03376	2.99168	6.7629	0.00224	1.52052	5.47147	0.37321	15.78161	0.20618	1.98334	6.20123	10.1018	5.63556	1.09486	3.01352	1.50068	0.24994	1.86249	0.73464	1.99851	7.40821	9.603	0.0	12.29176	1.84018	17.43038	6.97673	3.22346	3.73302	1.96374	7.32186	7.37931	0.8845	1.66183	8.44409	15.82478	19.45557	3.83524	0.0004	8.38272	2.00462	1.6058	12.44932	3.30192
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Hungateiclostridiaceae.g__Mageeibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	2.93891	0.37081	1.55063	4.39614	0.11724	0.36577	1.6837	0.04508	0.10297	0.56192	0.59621	0.01058	2.20471	0.52195	0.03248	2.75939	0.1554	0.38004	0.51222	0.04097	0.26845	0.06595	6.45935	0.38534	0.9993	0.00096	1.22078	2.93975	0.0	0.07339	0.4732	0.68452	4.84926	0.28976	1.3585	0.15489	0.10696	0.00726	0.33658	0.34901	0.0	1.18678	0.10036	0.07755	0.35273	0.73662	0.95619	1.57147	0.13742	1.23238	1.8563	1.33277	0.19374	0.19284	1.58316	0.47937	0.06294	0.6837	0.0	0.05716	1.37319	0.37916	0.2706	0.10858	0.08504	1.07133	0.0	3.16565	0.02213	1.66026	1.61397	0.01205	0.12796	0.43852	1.65257	0.76724	0.88076	0.37202	0.10599	2.48685	0.23517	0.1772	0.24565	0.68026	0.02419	0.53539	1.35469	1.12337	2.19695	2.65582	0.24753	0.0	0.00695	0.68209	0.25105	0.76498	0.03702	0.72735	0.0	0.20369	0.14704	0.7345	0.0	0.94883
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.085	0.0003	0.0	0.0	0.0	0.29184	0.0	0.0	0.0	0.0	0.0	0.3112	0.0	0.0	0.0359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.16066	0.776	0.41485	0.21404	0.00322	0.30176	0.0	0.26983	0.0	0.0	0.68122	0.0	0.0	0.0	0.0	0.0	0.0	0.32192	0.0	0.0	0.29259	0.10602	0.05302	0.32998	1.01498	0.0	0.47011	0.0	0.0	0.0	0.01966	0.0	0.0	0.0	0.0	0.0	0.32463	0.0	0.0	2.00815	0.77434	0.0	0.0	0.0	0.0056	0.08239	0.0	0.18808	0.02139	0.0	0.0	0.0	0.0	0.0	0.0	1.66348	0.00551	0.0014	0.0	0.3409	0.0	0.0	0.0	0.13878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35538
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.65942	1.67557	1.89708	1.16295	2.24992	2.93888	1.78773	0.72037	2.33962	2.99736	0.79808	0.67725	4.5531	1.72863	3.37149	4.39642	4.82975	1.35055	1.86425	1.87122	0.91287	0.80167	2.88938	2.23462	2.78199	1.41271	0.93577	5.22383	2.47834	2.46419	8.42926	1.78793	5.64795	2.28641	4.33256	1.97133	1.2485	13.29141	0.09014	0.88303	0.0	1.54186	3.55191	2.30015	2.12557	11.40487	2.33161	2.6348	1.80977	0.51039	11.67996	4.71134	0.78977	1.85917	0.37212	1.23004	0.19152	1.89618	23.15158	0.34756	3.38626	0.96892	3.49275	5.75493	1.19296	9.59517	7.55384	3.1594	1.69536	1.98165	0.20306	0.514	0.5892	7.079	3.46622	2.4807	2.91757	7.62144	1.43876	2.92595	1.59352	1.40009	10.66128	1.63408	0.20175	0.64989	2.24643	3.31616	4.12711	2.75158	6.17715	1.02736	0.00265	6.70745	3.74238	0.55979	0.7957	1.60647	4.34267	0.96911	1.38221	0.46284	10.51619	1.86737
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.31801	0.0	0.0	0.0	0.00319	17.44636	0.0	0.0	0.00058	0.0	30.52509	0.0	0.0	13.23869	14.96856	0.0	9.23381	0.0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.17774	0.0	0.21915	7.59953	0.0	0.0	0.0	0.00067	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.00271	0.0	13.39679	0.00465	0.03416	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.00753	0.0	0.0	0.0006	33.13432	0.0	0.0	0.0	0.00136	0.00183	0.0	0.0	0.0002	14.68846	0.0	11.64571	0.0	0.0	0.0	0.00081	0.0	0.00092	1.14225	7.33614	0.0	0.0	0.0	0.0	1.5852	16.6587	0.7939	3.04676	0.0	0.0	0.00383	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12748	0.0
