dataset_name	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria	0.0	0	0	0.01155	0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0.0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia	0.00039	0	0	0.0	0	0.36126	0.86008	0	0	0	0	0.07107	0	0	0.01593	0	0	0.0	0	0.0	0.07503	0.00142	0.0	0	0.03222	0.0	0	0	0	0.0049	0	0	0.00263	0.00628	0.00108	0	0	0.0	0	0	0	0	0.06607	0	0	0	0.05896	0	0	0.00524	0	0.00404	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01711	0.0	0.0	0.00251	0.0	0.0	0.00352	0.08698	0.08808	0.0	0.00883	0.01304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Propionibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.04068	0.0	0.0	0.0	0.0	0.0	0.48625	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella	0.0	0.0	0.0	0.00165	0.0449	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.65613	0.0	0.0	0.0	0.0	0.0	0.06453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03283	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella	0.0	0.53154	2.68889	0.83117	1.69217	0.86596	4.40429	0.0	0.72123	0.6725	0.64374	0.00266	0.2314	0.17158	4.71319	0.49124	0.30208	1.65244	5.36877	0.25917	0.0	0.0	0.0	0.17443	0.0	0.0	0.12333	0.24625	0.26768	0.65963	0.08859	0.4378	7.12528	8.52541	0.84716	1.62132	0.80249	0.0	0.44168	0.19942	0.21783	0.13024	1.23168	1.89586	0.0959	0.02364	0.41927	0.0	0.14509	0.19439	0.62765	0.0	0.95585
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma	0.00094	0.00865	0.06312	0.01694	0.08946	0.00122	0.00903	0.0	0.00346	0.0	0.00138	0.0	0.0	0.0009	0.01484	0.00177	0.0	0.0029	0.03913	0.0	0.0	0.8879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.00783	0.0	0.01118	0.02361	0.00431	0.0	0.0035	0.0	0.00215	0.0417	0.00038	0.01358	0.0032	0.01772	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia	0.00609	0.0	0.00566	0.1852	0.0	0.0	0.0	0.0	0.01669	0.01297	0.0	0.0	0.0	0.01905	0.0	0.00588	0.01581	0.00096	0.00894	0.0	0.0	0.0	0.0	0.01583	0.0	0.0	0.0	0.08567	0.00492	0.00663	0.0	0.0	0.04431	0.12471	0.0	0.0	0.0	0.0	0.0	0.06669	0.0	0.0414	0.01431	0.0	0.03357	0.0	0.00057	0.0	0.06204	0.0	0.0	0.0115	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.0035	0.0	0.00788	0.21006	0.0	0.0	0.0	0.0	0.10771	0.03306	0.0	0.0	0.0	0.05478	0.0	0.01428	0.01712	0.00204	0.00324	0.0	0.0	0.0	0.0	0.0642	0.0	0.0	0.0	0.16452	0.00527	0.00055	0.0	0.0	0.04082	0.12347	0.0	0.0	0.0	0.0	0.0	0.13426	0.0	0.08866	0.04877	0.0	0.02612	0.0	0.0	0.0	0.08366	0.0	0.0	0.00778	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Denitrobacterium	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05126	0.0	0.05007	0.00391	0.02064	0.07542	0.0	0.0	0.0	0.25094	0.0	0.0	0.0	0.0	0.0	0.04708	0.0	0.10803	0.34925	0.04763	0.13497	0.24269	0.008	0.0	0.0	0.16789	0.01511	0.00444	0.17543	0.0	0.0	0.0	0.00709	0.0	0.0	0.11269	0.15026	0.0	0.0	0.0	0.06523
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.01579	0.0	0.0	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.00117	0.005	0.0	0.0	0.0	0.0	0.0	0.00391	0.0	0.00072	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.70026	0.00122	0.0	0.04278	0.0	0.0	0.0	0.0	0.0	0.03999	0.0	0.0	0.00517	0.0	0.00876	0.00151	0.0	0.04915	0.00135	0.0	0.0	0.03773	0.0	0.01027	0.0	0.0	0.0	0.02477	0.0	0.04916	0.06171	0.0091	0.12205	0.1981	0.00854	0.0	0.0	0.02826	0.00546	0.00221	0.03985	0.0	0.00054	0.00382	0.00919	0.0	0.02297	0.0213	0.04262	0.0	0.0	0.00054	0.00685
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.13094	0.0	0.04659	0.0	0.80277	0.0718	0.0	0.00684	0.0	0.06202	0.0	0.87077	0.0	0.0	0.05032	0.0	0.0	0.31783	0.15018	0.0	0.0	0.0	0.0	0.0	0.0	0.02644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65392	0.02944	0.0	0.0	0.58573	0.0	0.47238	0.02058	0.42495	0.0	0.0	0.0	0.0	0.0	0.00541	0.0	0.0	0.07071
k__Bacteria.p__Bacteroidetes.c__Bacteroidetes_unclassified.o__Bacteroidetes_unclassified.f__Bacteroidetes_unclassified.g__Bacteroidetes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.31593	5.03644	14.2092	50.3889	12.53804	19.60468	22.26494	28.79235	8.51789	2.66067	26.28209	0.00029	17.37982	14.03174	28.71982	14.34478	28.82638	50.32286	15.30754	25.57531	48.64126	18.51086	0.0016	29.05344	0.0	0.0	11.36862	25.64444	36.5221	11.12161	38.57879	5.80235	9.78477	7.40414	47.90586	26.51862	24.07524	13.88912	68.17643	33.57516	61.11018	35.899	25.02709	4.93407	17.75739	2.30888	8.90846	47.45326	18.71539	20.88901	2.82261	43.55855	69.60807
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.0	0.21049	0.5605	0.03539	4.85579	0.4698	0.0	0.0	0.46418	0.36826	0.0	0.0	0.0	3.01757	0.0	0.0	2.69248	0.0	0.10683	0.0	2.39822	0.0	0.0	1.95369	0	0.0	0.49909	3.30669	1.3832	0.71919	3.08022	0.0	0.49248	0.36691	0.50141	0.22504	0.68445	0.14631	0.0	0.81041	0.11945	0.82162	0.19622	0.01635	3.26615	0.66951	0.14228	0.02159	1.76964	0.65754	0.12414	0.43149	1.2383
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.0	0.01381	0.00382	0.0	0.0	0.0	0.0	0.0	0.01158	0.0	0.30546	0.0	0.0	0.05165	0.0	0.0	0.0	0.0	0.0	0.07446	0.0	0.06071	0.0	0.0	0	0.0	0.02027	0.11858	0.00129	0.0	0.18845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11848	0.0	0.05261	0.0	0.02145	0.0	0.04026	0.00577	0.00942	0.0	0.05743	0.02816	0.0	0.01288	0.4953
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.0	0.01281	0.0115	0.0	0.01923	0.74862	0.0	0.0	0.04559	0.0	0.14953	0.0	0.0	0.31467	0.0	0.0	0.0305	0.05482	0.0	0.12297	0.0	0.00536	0.0	0.19075	0	0.0	0.2333	0.46128	0.22529	0.09655	0.06898	0.0	0.01881	0.01566	0.33496	0.04927	0.35094	0.08655	0.05289	0.10283	0.0	0.08255	0.17122	0.0	0.27689	0.05701	0.5596	0.0	0.43843	0.10111	0.02704	0.03379	0.66752
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.0	0.18293	0.08188	0.25852	0.23585	1.12681	0.0	0.35597	0.27594	0.12463	0.13864	0.0	0.0	1.32353	0.0	0.27377	0.51934	0.0	0.10155	0.80347	0.0	0.35549	0.0	0.32746	0	0.0	0.45669	1.21224	0.59456	0.25785	0.69203	0.13662	0.0651	0.055	1.4912	0.46819	0.54254	0.10108	0.0	0.72691	0.2554	0.74765	0.7659	0.02722	0.58356	0.27323	0.42127	0.00029	0.43228	0.44142	0.11638	0.58565	3.16066
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.00812	0.0	0.55438	0.0	0.0577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.1061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00464	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.0	0.0	0.0	0.0	0.06834	0.0	0.0	0.00808	0.0	0.0	0.0	0.0	0.06503	0.0	0.0	0.04726	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0	0.0	0.01782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52161	0.0	0.02344	0.0	0.21768	0.0	0.0	0.48988	0.0	0.0	0.0	0.3467	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67468
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.0	0.63644	0.0	0.0	0.0	0.6342	0.08401	0.0	0.91934	0.0	0.0	0.0	0.0	1.76638	0.0	0.0	0.0	1.45208	0.0939	0.0	0.0	0.0	0.0	0.0	0	0.0	0.48671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43211	0.0	0.39429	0.0	0.41929	0.0	0.0	0.0	0.0	0.24423	1.46359	0.16811	0.58785	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.001	23.64654	0.00206	0.0	15.60168	4.49834	0.57475	0.0	6.44769	0.0	4.79445	0.01322	22.89875	0.78501	0.1046	0.0	32.04441	0.0	0.28586	0.24062	0.02366	0.09949	0.00174	0.21731	0	0.0	9.61038	0.0473	0.0	0.0	0.0	76.3288	0.0	0.0	9.3048	7.82135	13.18614	0.0	0.0	0.22802	0.0	0.23024	1.97592	0.21134	0.0	81.97223	5.708	0.0	0.34012	33.64986	82.63613	6.99955	0.01575
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	0.00382	35.6452	15.82668	0.81584	9.3073	26.13058	0.0939	12.87985	15.41113	23.77176	35.12442	0.0	3.47416	17.51927	0.02407	68.66997	5.06504	28.24627	18.36425	9.32646	0.39063	18.92141	0.00093	21.41848	0.0	0.0	64.82991	17.08749	34.10427	9.513	9.763	3.15241	6.7441	7.12009	15.58486	26.72601	8.26156	2.43157	15.85986	7.11585	13.8752	5.51903	7.00136	13.05157	30.96098	4.9442	48.6342	0.0	13.74901	6.80046	7.31542	9.13596	7.6256
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	0.0	0.15797	0.84014	2.57339	0.33261	2.58988	0.25389	5.13918	4.44762	0.70765	3.3753	0.00015	0.0	3.94326	2.4847	0.69934	5.51902	0.36299	2.08833	5.96967	2.79847	7.22917	0.0	0.76876	0.0	65.22049	4.92814	10.62802	5.92693	6.36431	14.20166	0.0	15.89668	12.86431	2.2827	3.51747	3.73769	4.54919	2.88758	4.51342	11.31033	4.77817	3.21739	0.56989	2.02156	1.08357	4.10896	0.0	2.61051	2.38428	1.09578	2.09538	1.50985
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Chitinophagia.o__Chitinophagales.f__Chitinophagaceae.g__Sediminibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01621	0.00804	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Cyanobacteria_unclassified.o__Oscillatoriales.f__Microcoleaceae.g__Tychonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.0	0.00178	0.0	0.0	0.0	0.0	0.04837	0.0	0.0	0.0	0.0	0.00292	0.18195	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.00245
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.0	0.02281	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.05967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47242	0.0	0.04998	0.00952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
