dataset_name	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013
study_condition	control	control	control	control	control	control	control	control	control	control	T2D	control	control	control	control	control	T2D	control	control	control	T2D	T2D	T2D	T2D	T2D	control	control	control	T2D	control	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	control	control	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	control	control	T2D	T2D	control	T2D	T2D	T2D	T2D	control	control	control	control	control	control	control	control	control	control
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.03683	0.55433	0.71776	2.31594	0.42128	0.97242	0.18848	0.81335	0.21639	0.67137	0.17656	2.49861	0.20709	0.73319	0.24815	0.67848	0.0	2.37569	0.14856	0.31703	0.0	0.05377	0.02807	0.0	0.02743	0.20108	0.95896	0.57744	0.08705	0.81324	2.31063	11.14702	0.26962	0.82113	0.91184	0.11205	0.69735	0.06381	0.41165	0.33008	0.0	0.55022	0.20965	0.25009	0.01132	0.47621	0.42121	0.74733	0.01347	0.88583	0.01526	6.12297	0.20107	0.01441	0.96709	0.00646	1.5495	0.39534	3.1261	0.23172	0.21738	0.07192	0.28036	2.36596	0.0	2.15399	0.05426	0.16411	0.20661	0.0394	0.26036	0.2029	0.88747	0.0	0.09936	0.00782	2.8337	0.09731	6.8309	0.2438	0.5955	0.21068	0.35529	0.2592	0.94657	0.15816	0.24291	0.78955	0.0	1.90342	0.26939	0.0	0.10789	0.08248	0.1335	0.51062
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.05228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.21867	1.14666	0.0	0.0	0.0	0.0	0.0	0.0	0.0031	0.0	0.00353	0.00592	0.0	0.0	0.0296	0.0	0.0	0.0	0.00306	0.00191	0.0	0.0	0.0	0.0	0.0	0.05238	0.0	0.08358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00864	0.0	0.0	0.0	0.12891	0.00632	0.0	0.0	0.00184	0.0	0.0	0.00282	0.0	0.05388	0.0	0.0	0.42052	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.02354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02716	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Lactonifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.00282	0.00867	0.0	0.0	0.0	0.00211	0.03166	0.0	0.0	0.0	0.0	0.0	0.0	0.02256	0.02012	0.0	0.00521	0.0	0.0	0.00684	0.01117	0.0	0.00121	0.0	0.0	0.0	0.01374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00614	0.0	0.0	0.0	0.0	0.0	0.01391	0.0	0.00228	0.0	0.00523	0.00079	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.0	0.0	0.01658	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97975	0.0	0.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.14913	0.0	0.0	0.0	3.50399	0.0	0.0	0.5423	0.0	0.0	0.0	0.0	0.0	0.01345	0.0	0.0	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.05092	0.0	0.02766	0.0	0.0	0.0	0.0	2.55732	0.0	0.0	0.00974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.00269	0.0	0.0138	0.0	0.0	0.0	0.00728	0.01846	0.0	0.01759	0.07677	0.01256	0.05409	0.0	0.0	0.0	0.0	0.0	0.0	0.02298	0.03356	0.00893	0.0	0.0	0.14052	0.0	0.0	0.0	0.0	0.63558	0.0	0.0	0.05176	0.02309	0.0	0.0	0.0	0.0	0.00178	0.0	0.05155	0.02471	0.0	0.06757	0.07748	0.01976	0.09619	0.06296	0.10063	0.06643	0.0	0.00232	0.00543	0.0	0.0	0.0	0.00138	0.0	0.0	0.00237	0.00819	0.03866	0.00323	0.0	0.0	0.03292	0.06136	0.0	0.0	0.0	0.01098	0.0	0.16578	0.0	0.0	0.00616	0.0	0.0	0.03345	0.0	0.01273	0.02323	0.01956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02785	0.0	0.00152	0.01372	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.03237	0.09358	0.01301	0.03511	0.24911	0.09595	0.00098	0.05486	0.01825	0.03238	0.05078	0.19336	0.02141	0.08014	0.25625	0.12724	0.12581	0.02739	0.47983	0.01618	0.08393	0.0021	0.0	0.06711	0.0	0.02164	0.06407	0.00445	0.11631	0.17717	0.00376	0.00466	0.46873	0.0	0.00288	0.00967	0.06074	0.01102	0.02987	0.0	0.15165	0.03782	0.11376	0.91948	0.17438	0.24537	0.22396	0.06249	0.0	0.08061	0.01498	0.06036	0.14771	0.0	0.02294	0.04933	0.0133	0.17338	0.00506	0.2304	0.03612	0.07915	0.02283	0.01012	0.0149	0.27036	0.01563	0.05386	0.00391	0.00044	0.01847	0.0	0.24452	0.01952	0.02642	0.01495	0.10045	0.00695	0.09711	0.0	0.06519	0.01862	0.17067	0.0451	0.07769	0.0	0.15844	0.05374	0.06869	0.01739	0.00241	0.06109	0.00834	0.09267	0.21742	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.16021	0.3627	0.0	0.0	0.0	0.03262	0.0	0.0	0.0	0.08629	0.1609	0.43654	0.0	0.20258	0.48902	0.01569	0.08288	0.0	0.05064	0.0	0.0	0.11003	0.0	0.00093	0.0	0.03724	0.11665	0.0	0.0	0.0	0.0	0.0	0.29289	0.0	0.4041	0.17354	0.0	0.0	0.0	0.42504	0.12445	0.0	0.0	0.14281	0.0	0.0	0.0	0.31143	0.0	0.0	0.0	0.28029	0.43975	0.0	0.0	0.0	0.01002	0.0	0.06895	0.0	0.0	0.0	0.0	0.0	0.61033	0.0	0.21971	0.0	0.0	0.4628	0.0	0.0	0.13617	0.0	0.0	0.0	0.23535	0.06789	0.0	0.00269	0.0	0.0	0.69913	0.01504	0.0	0.00967	0.34104	0.0	0.0	0.28604	0.0	0.0	3.29544	0.35244	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.00706	0.00062	0.0	0.0	0.0	0.0	0.01338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00791	0.0	0.0	0.0	0.0	0.0	0.0	0.0746	0.01253	0.0	0.0	0.00844	0.0	0.0	0.0	0.0	0.01605	0.02012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824	0.0	0.0	0.00202	0.0	0.0	0.0	0.00094	0.00451	0.0	0.0	0.0	0.0	0.0	0.02887	0.001	0.0	0.00797	0.02224	0.00113	0.0	0.04834	0.02822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02839	0.0	0.00779	0.0	0.0	0.0	0.02335	0.0	0.0	0.0	0.00162	0.05119	0.01031	0.00794	0.0	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0031	0.0	0.05941	0.00702	0.0	0.0216	0.01103	0.0	0.0	0.00324	0.06489	0.0	0.0	0.02133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	5.1325	5.93205	2.63267	3.63072	2.48262	18.03678	4.59577	11.06133	4.86008	4.58487	3.03482	8.99217	2.50345	3.72234	6.16558	5.03472	3.43616	5.63018	6.08042	8.47345	5.87704	5.31038	6.20786	7.69213	2.15707	10.84762	4.06071	7.4252	5.20485	6.23931	6.83638	2.97729	5.79528	6.5117	2.79873	4.10123	6.17402	6.85897	3.80075	11.10646	8.28212	10.51657	6.28903	3.39501	10.56379	2.84663	1.04623	6.28468	0.7508	7.42259	15.02798	4.28027	3.34215	1.58032	11.88208	24.50667	17.44486	3.55838	5.41853	4.0128	7.8659	4.25497	4.78422	8.87876	5.68042	4.55292	5.95348	11.03752	2.54167	12.64113	13.32372	5.11434	4.15354	1.43373	0.85224	5.1124	5.75797	18.11599	2.97023	4.69628	3.57068	4.42072	10.0998	2.34482	13.15241	1.40667	13.64613	10.08746	9.41104	5.47168	5.25622	3.34804	13.5368	3.0072	4.13297	3.32004
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.75943	0.70433	0.8663	0.55502	2.24049	0.95475	2.12691	1.01492	0.95977	2.51246	0.91174	1.03872	0.48486	0.56171	4.76112	0.41704	3.37295	2.0497	4.46657	11.09243	4.06429	1.1534	0.61237	8.51203	13.23348	0.40123	2.14747	5.22724	6.374	12.00218	4.09428	7.33972	3.27623	3.79065	2.27467	0.34171	1.16078	1.0506	0.98471	4.73815	1.15556	14.65063	1.08336	8.2288	0.50958	2.41181	2.34308	1.14372	6.36008	2.64919	1.11686	0.27828	0.10646	0.04671	2.81437	1.70754	0.83135	4.10315	1.96445	1.36752	0.86955	5.85955	0.23203	0.51374	3.59211	5.56501	0.57221	4.29147	0.87301	1.04863	0.31419	9.31572	10.23064	0.1601	5.35992	2.3239	0.30303	2.64912	3.08779	2.35789	1.16461	2.45438	3.67504	0.06387	4.23652	29.16788	3.38362	1.83833	4.17505	2.06197	0.88162	2.0995	1.81709	0.21296	0.23041	0.34591
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60129	0.0	0.0	0.0	0.0	0.0	0.0258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	1.31982	1.75886	0.56034	2.46264	2.12987	2.48289	0.85362	5.62797	1.90214	2.31933	3.36362	1.76207	0.54065	0.23027	4.23827	1.18355	1.67594	0.5119	4.79945	8.45776	1.68421	1.57095	1.73668	10.88674	1.48011	0.79217	1.65399	6.79748	1.1707	2.29143	1.96792	1.99512	4.1216	2.26002	1.14438	1.88637	1.10681	7.03156	15.26428	5.94919	2.9225	2.06243	4.15703	4.92128	14.92267	4.7053	4.14138	2.65993	4.51286	3.76746	1.50043	0.41537	4.51857	1.62374	2.11826	1.72415	2.62176	3.84558	2.68656	7.0919	1.83384	11.52008	1.44011	1.2224	5.84493	7.00562	5.41056	1.59083	5.10842	4.22125	2.40553	11.42059	3.95465	2.53565	5.8261	1.55958	1.65118	2.66889	2.36009	3.12792	0.72838	1.05946	0.51762	0.56715	2.7742	16.77784	4.99944	0.94953	3.22548	0.78882	1.01628	2.00443	2.66523	1.89661	8.16717	6.14025
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	1.30751	0.04651	28.42255	1.95126	0.0	0.0	0.0	0.4822	0.0	0.0	6.1674	1.65925	18.85556	0.0	0.0	0.0	7.45134	0.0	0.43668	0.0	0.0	0.0	0.0	0.0	1.17292	0.0	0.0	0.01048	0.0	0.76443	0.0	0.0	0.0	0.15062	0.0	14.94102	0.0	0.0	0.0	0.0	0.0	0.02035	0.0	0.0	0.0	0.0	13.57154	0.0	0.33407	0.0	16.52862	0.0	0.31845	4.47116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23709	0.0	0.0	5.30207	0.0	2.15624	2.87515	0.0	1.53363	0.0	0.0	0.0	0.0	0.0	2.18724	0.0	16.33185	0.0	0.0	3.17783	0.00553	17.55939	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	5.13902	3.42973	1.03851	4.78631	2.76011	2.70949	6.09767	1.52232	16.94453	1.81816	1.08695	4.70349	1.18021	0.87561	2.7093	7.49492	0.42596	0.69618	2.57681	2.12203	2.08311	1.25016	3.12864	2.5129	0.66774	1.95053	5.30375	2.27076	3.09723	2.04426	7.54425	5.18508	1.39254	11.04565	0.74497	33.40564	2.50473	2.28103	3.63421	6.30878	0.37228	0.48146	10.82984	0.40037	0.07417	0.78792	0.19048	11.89845	2.05597	2.37085	1.71434	1.32795	1.87651	1.6687	0.8277	2.48146	1.29632	1.73737	9.48182	1.7265	0.84569	3.37814	7.31645	0.69017	4.27636	1.82236	4.55247	0.61011	13.9618	1.64162	3.78463	0.06004	2.11353	6.95955	1.48211	1.34974	8.8575	2.10522	2.06354	2.13564	7.06928	6.85553	1.69918	9.02952	3.96499	0.44578	1.54336	1.5399	1.72934	1.59845	2.6754	1.47384	3.53676	9.64011	1.65273	0.78124
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	3.57168	3.58638	0.73042	2.99241	2.22339	1.90595	1.43165	1.63914	3.43431	1.40049	1.9279	1.0453	0.66355	0.67514	2.43127	2.02258	1.44446	2.09723	2.58743	3.89013	1.40715	2.93029	4.98632	2.39358	1.82883	2.28298	2.89714	5.77219	1.21886	1.0584	3.73126	5.74384	3.31592	6.49373	0.26864	1.23317	1.38198	8.46021	1.78824	3.0295	3.53623	4.48841	1.87772	3.72509	1.60188	0.87936	1.77416	2.71271	2.42294	1.51134	2.887	1.01834	3.30101	1.31278	2.10411	2.50598	2.16952	4.32835	9.23001	3.79713	3.30382	4.08313	4.0048	1.31351	3.59233	5.53868	3.75551	1.68094	3.35417	6.53687	1.52196	1.56929	3.19168	0.81258	2.89862	3.95386	0.62472	3.84228	3.45124	2.12741	3.40959	6.36455	0.69534	0.65492	3.64236	1.88679	1.57616	1.92365	1.77732	1.1049	0.74168	1.75098	1.90331	1.34539	3.94111	7.04572
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01233	0.0	0.0176	0.0	0.43033	0.0	0.05296	0.03066	0.0	0.1497	0.0	0.02175	0.09531	0.21522	1.2697	0.0	0.0	0.06912	0.01139	0.02757	0.0	0.08228	0.0	0.0	0.03318	0.01657	0.01322	0.0	0.0	0.03933	0.04078	0.3635	0.0364	0.09332	0.0086	0.0	0.95422	0.50975	1.00106	0.01846	0.0	0.0	0.01149	0.0	0.0	0.0	0.0	0.0	0.0	0.04083	0.00444	0.086	0.0	0.0	0.0	0.20472	0.00222	0.0	0.0	0.02817	0.0	0.0	0.00581	0.0	0.20161	0.04394	0.0	2.3148	0.0	0.0	0.04532	0.01782	0.17742	0.0	0.00053	0.0	0.09238	0.0	0.0	0.0	0.0	0.0008	0.0	0.02557	0.00621	0.00782
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	1.33793	3.31508	1.9374	0.89016	1.31378	7.01622	3.50474	2.2908	2.9563	4.68092	2.5974	5.34829	2.05943	1.44992	2.47962	2.00875	1.85049	3.82287	7.13281	0.82106	0.0	3.08212	2.7666	3.42809	0.00074	4.74965	4.52132	1.19632	3.60751	5.29395	1.92954	1.38114	5.17901	4.15224	0.088	0.86744	1.69323	2.28034	1.1983	2.62136	3.78874	3.15745	3.75384	1.59466	2.42171	4.05507	0.0	2.632	2.43683	7.05129	2.36482	0.79027	1.19916	0.41566	3.36669	12.75268	4.09861	2.11591	4.27795	2.49292	1.01013	2.7086	5.67884	1.79206	2.0492	4.90218	2.55723	1.92867	2.13614	3.78309	3.22887	1.70439	7.11934	1.63935	2.61288	1.20202	1.09065	0.96536	2.2327	6.35524	4.83947	0.39602	1.35117	2.98423	3.74717	0.54994	4.07364	5.61985	1.7761	6.43672	0.26798	1.32721	3.7893	3.82137	1.97846	1.62222
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.0	0.0018	0.0	0.0	0.0	0.02058	0.0	0.01081	0.00346	0.0	0.83058	0.00305	0.01448	0.0	0.02123	0.00459	0.6665	0.0	0.01478	0.01388	0.0254	0.4503	0.0	0.03401	0.13421	0.0	0.0	0.02945	0.01342	0.1009	0.00654	0.00391	0.09759	0.0	0.0	0.00699	0.0	0.0	0.0	0.04273	0.06806	0.065	0.01271	0.04416	0.3101	0.00799	1.37609	0.04806	0.55681	0.05659	0.00203	0.0	0.0	0.0	0.0	0.0377	0.0	0.00424	0.0	0.08995	0.07751	0.07584	0.0	0.0	0.05027	0.01312	0.04199	0.01361	0.0	0.02031	0.00751	3.39557	0.20954	0.04349	0.57002	0.01707	0.0	0.51462	0.0	0.0	0.0	0.0	0.09904	0.0	0.02353	4.22388	0.02066	0.0	0.0157	0.0	0.0	0.0	0.0	0.00468	0.0	0.01271
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	1.48573	0.0	0.0	0.07319	0.03001	0.0	0.48193	0.0	0.3853	2.35996	1.58352	0.0	0.21165	0.0	0.0	0.31858	1.10997	0.53683	0.357	0.0	0.0	0.0792	0.0	0.0	0.0	0.0	0.71165	0.0	0.01179	0.63792	0.0	0.05089	0.0	2.09511	0.01802	0.0	0.0	0.10581	0.0	0.17842	1.26232	0.27426	0.0	0.0	0.0	0.04342	0.0	0.19342	0.0	0.01506	0.11559	0.0	0.24804	0.0	1.64459	0.0	0.39212	0.44037	0.01874	0.48867	0.0	0.80099	0.56524	0.42372	0.0	0.0763	0.0	1.45168	0.01848	0.03704	0.0	0.0	0.28462	0.15902	0.0	0.0	1.01716	0.07123	0.33007	0.0	0.17336	0.0413	2.29551	0.47863	0.0	0.0	0.04572	0.45857	1.35644	0.0	1.08917	0.68051	0.0	0.37842	0.16253	0.07036
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	0.56953	0.00745	1.4096	0.34341	1.34105	0.15467	14.31948	3.56682	0.04488	3.13971	18.61299	1.64783	0.18485	0.05373	24.36742	7.54397	4.30426	0.86568	3.94647	0.45767	0.0	24.63593	9.25286	11.99205	0.00133	13.29894	16.73667	9.27192	2.22872	13.71489	0.56769	6.25515	7.06317	0.5433	0.0069	5.98196	1.04356	8.51071	1.05701	0.20072	8.55876	8.69693	16.14979	0.78244	0.00834	0.07594	16.63977	2.84541	0.06965	0.11022	2.18556	0.58771	21.68865	2.80164	0.15454	4.73062	1.63076	1.09337	2.52641	0.53494	0.0	0.24644	0.00144	15.83606	13.90362	0.0	36.09611	6.86932	4.10228	10.8996	0.00538	8.3294	3.08972	1.21565	16.64699	7.45804	0.38783	0.56697	1.93283	1.57721	7.53297	0.04759	0.0	2.99901	12.39019	4.18786	8.98189	1.02454	28.18684	0.0	0.75185	16.29206	0.0	9.06354	0.53424	11.73356
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
