dataset_name	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.03309	0.0	0.0	0.00488	0.0	0.0	0.01347	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01301	0.0	0.0	0.0	0.0	0.00874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium	0	0	0	0	0	0	0	0	0.00545	0	0	0.00098	0	0	0.00058	0	0	0	0.0154	0	0.07351	0	0	0	0	0.00108	0	0	0.00479	0	0.01679	0	0.00182	0	0	0	0	0	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia	0.12845	0.00102	0.01555	0	0.00659	0	0	0	0.03085	0	0	0.0	0	0	0.00259	0	0.01642	0	0.03334	0	0.04395	0.02737	0	0.00744	0.00797	0.0	0	0.02362	0.0	0	0.0	0.01421	0.12273	0	0.01848	0	0	0	0	0.01115	0	0.02205	0.00199	0.03871	0	0.0073	0	0	0.00823	0.02425	0	0	0	0	0.00142	0	0.0005	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Propionibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Atopobium	0.00321	0.00721	0.00469	0.0	0.0	0.00165	0.0	0.00604	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.00683	0.0	0.0	0.01721	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.00889	0.0	0.0	0.03019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Olsenella	0.00648	0.00445	0.00073	0.0	0.0	0.11519	0.0	0.0	0.0	0.00469	0.0	0.0	0.0	0.0	0.00039	0.00656	0.00704	0.0	0.00306	3.32741	0.0	0.0	0.0	0.00115	0.0	0.00225	0.05486	0.07565	0.0	0.00465	0.00145	0.0	0.00044	0.00853	0.04328	0.00073	0.0	0.00959	0.0	0.0	0.00598	0.0	0.0	0.00014	0.08472	0.36827	0.03953	0.0	0.0	0.02661	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.00042
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella	1.4366	2.81055	13.76137	0.0	5.11968	3.41775	0.48621	2.4453	6.38736	0.39101	3.68951	0.00704	4.57659	6.15436	1.96288	3.70168	0.9387	1.24033	1.26991	6.87709	2.20307	2.56237	3.46163	2.50989	0.57527	1.45197	2.14985	3.16639	2.77564	7.70819	4.55672	3.19249	2.64491	3.90308	2.48132	6.29729	3.35339	4.14696	0.53535	1.88656	2.52329	1.49347	0.0	2.12211	4.22402	2.78372	6.74313	6.63855	0.0	3.27931	1.52463	4.97311	3.49449	2.57945	4.66343	1.06668	3.43573	0.0	1.90873	1.89785
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma	0.44403	0.02487	0.04955	0.0	0.76129	0.02431	0.05688	0.02298	0.11116	0.00413	0.01323	0.00383	0.01384	0.02344	0.01722	0.2247	0.00584	0.00326	0.00442	0.43321	0.01615	0.0031	0.04999	0.01089	0.0	0.75816	0.01104	0.00619	0.01119	0.00924	0.0193	0.01147	0.01756	0.02435	0.03908	0.41239	0.01883	0.10098	0.00054	0.09744	0.02621	0.01562	0.0	0.00829	0.07213	0.02124	0.1358	0.02681	0.0	0.02281	0.01395	0.0092	0.01995	0.00287	0.02083	0.00426	0.01508	0.0	0.00182	0.01015
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia	0.41238	0.06994	0.06564	0.21246	0.02728	0.0071	0.02442	0.0	0.47682	0.02642	0.05916	0.00092	0.01041	0.05136	0.05509	0.00449	0.0	0.0208	0.0	0.0	0.02785	0.00063	0.06747	0.0	0.11048	0.058	0.13165	0.06931	0.0	0.02208	0.0	0.02338	0.0	0.0	0.0	0.00281	0.0	0.42978	0.00652	0.00231	0.17923	0.09777	0.00265	0.02393	0.00571	0.0	0.00092	0.0	0.24098	0.03872	0.04434	0.0	0.06773	0.04281	0.40126	0.07211	0.00129	0.38008	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.3675	0.08051	0.18748	0.53881	0.03012	0.01444	0.03	0.0	0.55605	0.02019	0.05446	0.00015	0.05413	0.0515	0.0459	0.00149	0.0	0.06577	0.0	0.0	0.05503	0.01471	0.13445	0.0	0.11758	0.19913	0.15721	0.08192	0.0	0.06333	0.0	0.04137	0.00071	0.0	0.0	0.0083	0.0	0.49764	0.01255	0.00125	0.21961	0.13662	0.00122	0.054	0.02297	0.00211	0.00495	0.0	0.31972	0.14749	0.08874	0.0	0.30511	0.14779	1.29759	0.13365	0.00079	0.62527	0.00132	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Denitrobacterium	0.00894	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.58716	0.0	0.33351	0.11854	0.0	0.0	0.02582	0.06659	0.3161	0.0	0.01012	0.21371	0.0	0.15038	0.0	0.03623	0.0	0.0	0.01563	0.0	0.0135	0.0	0.00381	0.0	0.03123	0.0408	0.01597	0.0	0.0	0.02683	0.0	0.02678	0.0	0.01448	0.0	0.0067	0.0	0.00343	0.00543	0.0	0.01363	0.1544	0.96685	0.25143	0.00608	0.0	0.0	0.05603	0.32604	0.0005	0.04368	0.08659	0.14364	0.00661	0.08658	0.01995	0.7623	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.02286	0.00082	0.0123	0.02307	0.00431	0.00121	0.00113	0.0	0.0166	0.00045	0.00181	0.0	0.0	0.0045	0.00062	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.00116	0.0	0.00762	0.00731	0.00577	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.00161	0.0	0.02199	0.0	0.0	0.01682	0.0083	0.00517	0.00487	0.00044	0.0	0.0	0.0	0.01876	0.00511	0.00568	0.0	0.00673	0.00285	0.03319	0.00214	0.00244	0.02389	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.26293	0.00904	0.28247	0.3784	0.12357	0.00443	0.0131	0.02315	0.19162	0.01244	0.04021	0.08001	0.0185	0.19385	0.0	0.1155	0.0	0.0149	0.12378	0.00983	0.04297	0.0	0.00445	0.00024	0.21887	0.03916	0.11654	0.16203	0.27076	0.03085	0.00257	0.01457	0.05169	0.02084	0.00408	0.13893	0.00251	0.08957	0.00714	0.00374	0.37591	0.16631	0.74475	0.09702	0.01096	0.0	0.00327	0.34032	0.3564	0.03886	0.16115	0.08477	0.33141	0.06009	0.03686	0.0323	0.29084	0.08325	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.00164	0.0	1.57515	0.0	0.2916	0.3761	0.00386	0.00381	0.0	0.01886	0.0007	0.0	0.0	0.31004	0.17514	0.0	0.15944	0.17514	0.0	0.00287	0.0	0.02843	0.12645	0.16892	0.0	1.54688	0.0	0.0	0.0	0.00537	0.1779	0.00076	0.0	0.22658	0.16858	0.00102	0.29696	0.0	0.16895	0.54156	0.0	0.00097	0.0	0.00047	0.00846	0.00076	0.35585	0.0	0.0	0.18864	0.0	0.0	0.0	0.0	0.0	0.38841	0.0	0.0	0.00146	0.36426
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	14.58079	7.79765	10.84708	2.76263	36.5818	5.98451	23.77687	8.66578	34.5353	5.70745	11.40668	43.85789	37.00962	9.81068	21.53039	15.25052	0.57837	4.80143	25.93641	6.50957	17.24153	13.05506	21.32627	3.127	21.55281	13.43642	3.45699	7.37741	20.11389	2.88758	13.28064	26.65043	4.70786	9.19228	1.15763	8.35591	13.40275	12.31395	2.06349	10.5857	12.75824	9.79518	21.34742	43.21839	17.24169	11.50224	5.89008	10.08904	38.11575	14.04432	17.26816	9.3364	16.60825	33.24177	9.837	15.83614	31.39426	31.23022	3.46769	30.71393
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.77047	0.31153	0.0	0.18279	0.78197	0.47446	0.14773	0.11379	0.0	0.83654	0.78484	1.53601	0.0	2.75037	0.69582	0.56012	0.0	0.2063	1.65743	0.56528	0.17973	0.70915	2.49514	0.0	0.0	0.0	0.55581	0.37156	0.0	0.35145	1.23633	0.22497	0.22834	1.79479	0.01613	0.37708	0.00096	0.25969	0.0	0.2646	0.62342	0.64059	0.0	1.03366	0.06222	0.06246	0.44354	0.52488	0.0	0.10203	0.28235	1.3213	1.56346	0.00596	1.02083	0.0	0.0	0.0	0.11078	0.37329
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.11856	0.0	0.05254	0.07527	0.0	0.05543	0.00319	0.0	0.0	0.0	0.03355	0.0	0.0	0.0	0.0	0.14314	0.0	0.0	0.11581	0.0	0.0	0.04932	0.02994	0.00693	0.10297	0.08233	0.0	0.0	0.0	0.0	0.0	0.00586	0.02277	0.0	0.0	0.07208	0.0	0.0	0.0	0.04283	0.23185	0.00231	0.02592	0.02183	0.01461	0.00685	0.03017	0.00083	0.32047	0.0	0.02317	0.01376	0.14442	0.46673	0.05631	0.06059	0.08218	0.0	0.0	0.10888
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.12907	0.15225	0.0	0.0	0.15844	0.18972	0.10933	0.08795	0.0	0.0	0.0	0.0	0.13355	0.0	0.0	0.04792	0.0097	0.01728	0.09533	0.24986	0.0143	0.05853	0.0783	0.02772	0.02163	0.01059	0.0	0.0	0.0	0.16932	0.34867	0.11671	0.18109	0.0	0.13613	0.25458	0.16246	0.2619	0.00841	0.08781	0.08939	0.0506	0.0	0.37518	0.08622	0.0	0.44673	0.03821	0.02257	0.0	0.00573	0.00211	0.29145	0.38581	0.11504	0.01625	0.0	0.0	0.11795	0.15104
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	1.52459	0.29046	0.04944	0.20128	0.17478	0.09544	0.64747	0.21079	0.15163	0.1992	0.47643	0.47954	0.0	0.50455	0.37335	0.32821	0.03529	0.27575	0.47053	0.24034	0.78552	0.40563	1.33467	0.08702	0.20732	0.275	0.06286	0.0	0.39241	0.39839	0.95482	0.17639	0.16452	0.6138	0.43341	0.25758	0.5773	0.40635	0.17601	0.24285	0.13092	0.23067	0.45659	0.25788	0.51503	0.026	0.92731	0.19748	0.08066	0.14102	0.28681	0.21946	0.55278	0.3685	0.07954	0.22238	0.34704	0.0	0.28476	0.41474
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05992	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.00506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.01633	0.0	0.0	0.0	0.0	0.02282	0.0	0.0	0.00682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01971	0.0	0.0	0.0671	0.0	0.34832	0.0	0.0	0.0	0.0	0.0	0.0	0.0431	0.0	0.0	0.0	0.06773	0.01114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.96279	0.0	0.38309	0.0	0.35196	0.11664	0.0	0.37507	0.1083	0.09178	0.16595	0.0	0.0	0.0	0.0	0.0	0.00523	0.07084	0.0	0.0	0.05736	0.909	0.08571	0.40709	0.0	0.0	0.15733	0.32251	0.0	0.0	0.0	0.0	0.10355	0.0	0.00769	0.15732	0.48284	0.44421	0.18646	0.0	0.0	0.0	0.0	0.06507	0.38829	0.0	0.08092	0.11358	0.0	0.27759	0.0	0.0	0.0	0.0	0.0	0.31663	0.0	0.59898	0.0	0.87963
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.0	0.0	31.33639	0.0	0.05368	1.35546	16.9788	18.40428	0.0	0.77313	0.0	0.03189	0.0	0.0	0.0	0.0	19.27577	0.44107	0.0	26.99837	1.01838	17.03657	0.1809	1.51602	0.0	0.0	21.04758	21.67067	0.04132	5.72018	4.75575	0.00248	33.81244	4.43439	42.14077	0.91191	11.5346	0.06068	22.75978	0.56039	0.0	33.10666	0.0665	0.0021	0.3047	0.0	22.28251	0.05533	0.0	0.0	0.8345	0.79975	0.0	0.0	0.0	1.01158	0.0	0.0	41.7072	1.20363
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	9.11661	4.57575	0.10166	4.1072	2.32343	1.44426	2.04274	4.04494	4.52221	1.02137	3.53293	6.56327	6.02107	7.56323	1.61789	4.01255	0.00948	2.12176	0.05682	1.44033	4.03859	7.29513	6.63339	0.48464	3.15931	4.59501	1.2625	3.36571	0.0	1.7703	6.5571	2.91559	1.66264	5.98269	0.07616	7.72753	0.50188	2.22988	0.85364	1.46765	2.83483	2.62165	6.42625	2.90771	3.28491	0.26746	0.46224	2.71346	1.4777	1.48697	1.85962	4.86302	8.40356	4.82194	4.20339	1.0299	4.22546	0.03415	0.42463	2.32211
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	0.0	0.0	0.0	0.20452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	0.32209	1.23115	3.17381	2.43024	2.79605	0.86704	3.92453	1.15302	0.83944	1.07084	0.93182	10.77795	2.67689	7.56416	0.55402	1.27899	0.39831	1.49055	2.53619	2.2389	1.9162	1.51724	6.60498	0.38955	0.913	2.39311	0.5303	0.73491	2.12695	0.74012	0.44999	2.09781	0.97815	1.22033	0.54349	0.95644	2.47006	0.66351	0.26465	2.0826	0.58601	1.6282	0.43511	1.74697	1.24251	0.34241	1.33224	0.89344	1.8929	2.27069	0.83497	1.06242	13.82881	0.0	1.035	1.21737	1.35289	1.87142	0.66101	1.19947
