dataset_name	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.05611	0.0	0.28047	0.01008	0.13879	0.0005	0.2671	0.00834	0.1448	0.0	0.0	1.58599	0.15395	0.12823	0.0	0.20845	0.0	0.0	0.20509	0.0	0.01154	0.02634	0.05368	0.0	0.00277	0.00824	0.01965	0.0	0.26692	0.0	0.26055	0.02758	0.0004	0.0	0.0038	0.13877	0.04912	0.03818	0.0	0.08369	0.0084	0.03363	0.54136	0.30368	0.06059	0.0	0.00084	0.03575	0.07855	0.0	0.00869	0.10043	2.55452	0.0043	0.1105	0.11373	0.91612	0.1131	0.00307	0.14171
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	0.0	0.0	0.58689	1.41598	2.35117	2.03887	0.01504	1.59271	0.0	10.17734	4.5134	0.07565	0.0	1.07027	0.0	0.0	0.0	2.40923	0.0	0.0	2.97522	0.0	0.0	13.85442	0.0	0.0	6.22052	3.11426	7.13505	0.00464	0.05098	2.03688	2.21101	0.00146	3.89268	0.36968	5.77476	7.69624	0.18124	0.00227	5.21549	2.72852	10.48746	0.15373	0.0	6.62316	0.61925	0.0	0.0	6.10354	6.61352	1.82262	0.0	0.0	0.3834	0.56046	0.0	0.0	1.9437	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	0.663	0.0	0.00184	3.0771	1.02129	2.0586	0.62704	0.10557	0.0	1.70539	1.17211	0.0104	0.7638	0.00069	14.00685	25.57901	7.58165	1.17947	0.06059	0.0	0.20418	0.66408	2.1472	5.49035	0.13575	14.95227	14.07455	0.46284	5.53524	6.39304	0.17599	3.66212	0.32023	0.45809	0.71399	1.24962	0.0	1.93809	0.57053	8.84107	1.7803	1.73527	0.02638	8.68326	0.00595	4.10489	10.50367	0.0	0.0	10.96957	3.34792	0.24013	0.47838	0.09294	2.55296	14.55277	0.0	2.76334	6.48412	4.97861
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Robinsoniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	2.38388	2.03232	2.46447	7.80111	1.77882	6.79111	0.89003	1.42207	1.24384	0.12859	11.35367	0.00224	8.18264	1.51407	4.94772	2.42843	1.1559	10.69456	13.68345	0.21765	2.39365	3.23738	0.314	6.35079	6.95616	3.61138	4.94365	11.42427	1.48827	5.5518	0.81257	1.72939	7.29435	3.25661	5.64463	0.33306	3.47691	4.57166	10.466	0.08289	3.91381	1.99487	0.10756	0.48584	12.5253	17.38683	8.03547	0.19299	4.88951	8.37994	10.80251	6.94305	0.03572	13.31419	0.03006	0.34293	0.12351	12.1808	7.59958	3.52312
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.0	0.0	0.04003	0.01513	0.01685	0.0	0.21571	0.0	0.0	0.0	0.0	0.00969	0.0	0.41028	0.0	0.0	0.0	0.0	0.19156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22848	0.0	0.0	0.00712	0.0	0.0	0.0	0.18592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01151	0.05889	0.0	0.0	0.0	0.02896	0.0	0.00289	0.22885	0.066	0.25779	0.00951	0.0	0.01157	0.12905	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Tyzzerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02119	0.0	0.0	0.0	0.0	0.0	0.0	0.25845	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	0.67089	1.23797	0.0	0.0	0.0	0.01866	0.47005	0.05932	1.76359	1.06043	0.15506	0.0	1.60251	0.0	0.71177	0.68153	0.68798	0.43414	0.37752	1.6089	1.33264	0.06173	1.41478	0.52396	0.32993	0.0	0.38281	0.15191	0.07591	0.86568	2.23404	0.10511	0.32674	0.30068	0.5312	0.02655	0.56945	0.2886	0.80511	0.76233	1.02499	0.91087	0.0	0.28204	0.60155	0.0856	0.56745	0.35683	0.0	0.84833	0.46232	0.16381	0.11043	0.42829	0.0	0.0	0.0	0.0	0.35209	0.00205
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.38009	0.0	0.00404	0.0	0.00446	0.01522	0.00198	0.0	0.00771	0.18064	0.63522	0.00468	0.0	0.07773	0.00363	0.0	0.0	0.00538	0.0	0.0041	0.0	0.0	0.02524	0.0	0.03145	0.0	0.0	0.0	0.22401	0.01894	1.07094	0.10778	0.07494	0.0	0.09013	0.10129	0.0	0.01764	0.0	0.0	0.0	0.01383	0.0	0.01689	0.0	0.11694	0.2466	0.0	0.0	0.02191	0.0212	0.0	0.43534	0.15477	0.01159	0.07583	0.01673	0.03011	0.01821	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptoanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcus	0.0	0.0102	0.0	0.0	0.0	0.0	2.43636	0.22573	0.0	0.0	0.0	0.0	0.0	0.26754	0.0	0.04916	0.0	0.01703	0.01722	0.0	0.0	0.11377	0.01833	0.0	0.0	0.10252	0.0	0.0	0.0802	0.23719	4.39021	0.0	0.0	0.01849	0.0	0.39096	0.06985	0.0	0.00842	0.0	0.0	0.0	0.0	0.0	0.01049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia	0.0045	0.0	0.0	0.0	0.00048	0.0008	0.00193	0.0	0.01435	0.01684	0.00266	0.00535	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.00383	0.01169	0.00642	0.00132	0.0	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.00529	0.0	0.0	0.0	0.0	0.00241	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Acetivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.00946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	0.91139	0.14117	0.21393	0.43348	0.35306	0.19462	0.05956	0.17391	0.32269	0.02129	0.29341	0.0	0.48908	0.79419	0.34122	0.33172	0.09916	0.02144	0.18373	0.0539	0.22692	0.80316	0.33001	0.20535	0.61419	0.14376	1.11797	1.59225	0.00576	0.20669	0.08276	0.34623	0.18997	0.04386	0.30852	0.03254	0.38103	0.98969	0.51188	0.08378	0.76274	0.28284	0.39203	0.155	1.05698	0.44095	0.28261	0.019	1.20395	0.25769	0.23187	0.61053	0.06229	0.50592	0.0	0.38094	0.27789	0.58344	0.10556	0.6905
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.01792	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaeromassilibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.01808	0.00337	0.0	0.0	0.0	0.05784	0.0	0.0	0.0	0.0043	0.0	0.0195	0.0	0.00081	0.0	0.01721	0.0	0.0	0.0	0.0	0.0	0.0	0.01831	0.0	0.00443	0.00846	0.0	0.1909	0.0	0.0	0.0	0.0	0.0	0.0	0.01855	0.0	0.0	0.0	0.01009	0.03405	0.0	0.0082	0.00577	0.01668	0.16004	0.0	0.0	0.04203	0.0654	0.02005	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.02579	0.0	0.11157	0.0	0.0026	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20945	0.0	0.04493	0.0	0.0	0.03241	0.00633	0.00582	0.0	0.19658	0.0	0.0	0.02468	0.0	0.0	0.0	0.0	0.0	0.02846	0.0	0.0	0.0	0.00567	0.0	0.0	0.0	0.04276	0.0	0.00413	0.0	0.2004	0.0	0.0	0.0	0.01299	0.00884	0.0	0.0	0.02481	3.24316	1.76728	0.45327	0.0	0.0	0.04711	0.0	0.01332
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	19.15677	7.52676	0.00888	14.83605	3.49281	13.3942	0.68394	5.58034	2.36146	6.24589	12.07911	0.40134	5.03865	7.63714	10.56379	1.84535	4.05882	4.34159	8.8039	4.36074	12.36294	10.90286	9.95169	8.80638	8.06119	2.70209	7.8648	18.70223	2.70739	13.16559	5.37653	7.02817	6.97175	8.3953	11.14901	1.14758	7.90762	15.5022	6.44739	0.60776	3.00651	9.28407	2.29295	1.70956	8.53438	11.49021	8.9392	1.65867	8.4562	14.74386	14.33795	10.16369	2.7159	7.55745	2.2799	5.33588	6.71809	10.75468	13.30765	10.45649
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor	0.13762	0.00889	0.43956	0.0524	0.64529	0.0252	0.17413	0.03549	0.74806	0.0	0.04177	0.25214	0.19017	0.70375	0.0402	0.7603	0.00238	0.0	0.41301	0.00284	0.01194	0.05762	0.02187	0.0	0.01334	0.2235	0.01333	0.0	0.37131	0.0	0.00685	0.01702	0.01074	0.0	0.00643	0.34917	0.08737	0.26642	0.0	0.14054	0.03408	0.01378	2.1386	0.21935	0.02399	0.0	0.05475	0.02043	0.64114	0.01763	0.06417	0.23029	0.31447	0.12018	0.74859	0.16175	0.95644	0.74679	0.01296	0.15317
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger	1.20907	0.63784	0.0	0.29384	0.17557	0.17578	0.13809	0.18321	0.38667	0.14205	0.49389	0.03726	0.97594	0.00526	0.27838	0.02229	0.14092	0.43518	0.2998	0.20443	0.36312	0.32827	0.90447	0.38788	1.12375	0.26928	0.40694	0.55933	0.00058	0.12822	0.08508	0.20738	0.28621	0.11048	0.13765	0.4053	0.2793	0.89365	0.13207	0.08189	0.31742	0.23894	0.0	0.0	0.64307	0.57705	0.58793	0.11582	0.00059	0.12393	0.28533	0.0	0.09832	0.28397	0.30667	0.14436	0.04966	0.78767	0.49892	0.16505
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Harryflintia	0.0	0.0	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01322	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor	0.0	0.0	0.00433	0.0133	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01565	0.0	0.0	0.00752	0.0	0.0	0.0	0.10413	0.09542	0.06002	0.0	0.0	0.0	0.0	0.0	0.0	0.03521	0.0	0.0	0.0	0.0	0.00074	0.0	0.00643	0.9018	0.0	0.0	0.00653	0.0009	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified	0.98073	1.32289	0.01787	0.00464	0.199	0.00818	0.02449	6.01197	0.02913	0.00655	0.07601	0.0	0.0155	0.26891	1.08523	0.1645	0.09066	0.30283	0.02081	0.14849	0.20506	0.0	0.83205	0.00248	0.50293	0.7092	0.00181	0.00991	0.0686	0.75438	0.5134	0.03391	0.03781	0.33358	0.01089	1.96612	15.65641	0.13763	2.63528	3.03519	1.54377	0.63424	2.97793	0.01747	0.3608	0.00756	6.4868	0.07774	0.00397	0.0318	0.0	0.01918	6.1664	0.24839	0.12414	0.00036	0.0	0.01338	0.0	0.0011
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	3.10166	18.35979	0.0	19.3753	1.98314	16.25391	4.8092	13.16048	6.76721	7.64274	0.83391	0.00675	0.95169	13.81656	5.09556	9.05127	1.12494	36.54102	1.10096	1.24445	9.03874	2.92139	0.82814	2.95004	15.64766	0.23184	8.19996	2.27664	24.09506	0.99897	1.78357	4.45371	6.81803	0.39786	2.1365	31.96886	0.69062	17.58059	1.15751	31.89242	18.13672	9.52451	0.0	0.0	19.33294	14.31797	1.03559	17.09942	7.28492	13.87521	11.88451	8.50779	0.11223	6.44444	12.49663	16.36013	0.0	8.42492	2.29475	1.45035
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium	0.08519	0.04798	0.03937	0.04357	0.12164	0.04534	0.12118	0.09128	0.66768	0.08221	0.01067	0.01358	0.03661	0.46118	0.01347	0.20568	0.00587	0.02525	0.06965	0.2206	0.06689	0.02838	0.35746	0.00484	0.07992	0.59677	0.01182	0.02028	0.08346	0.03472	0.25552	0.11718	0.0061	0.0	0.01543	0.26385	0.09383	0.47011	0.01393	0.12129	0.04788	0.03425	0.51094	0.177	0.15062	0.0	0.08144	0.24599	0.16181	0.01569	0.00578	0.01893	0.11132	0.08589	0.29746	0.02308	0.25283	0.07779	0.0	0.05408
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella	0.0	0.0	0.00248	0.0	0.01158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074	0.0	0.0	0.0	0.0	0.00999	0.0	0.0	0.00225	0.0	0.0	0.0	0.0	0.13514	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77167	0.27095	0.0	0.0	2.09945	0.35729	0.0	0.16301	0.0	0.0	0.0	0.0	0.0	0.0	0.06326	0.0	0.0	0.0	0.34089	0.0	0.0	0.0	0.10857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86083
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02643	0.0	0.00028	0.0	0.0	0.0	0.0	0.03606	0.05202	0.0	0.09558	0.0	0.0	0.0	0.0	0.0	0.06009	0.20639	0.0	0.0	0.06533	0.0	0.37653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05183	0.28633	0.0	0.0	0.02423	0.01665	0.0	0.0	0.0	0.05156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00534	0.0	0.0	0.0	0.0	0.0	0.0	0.00722	0.0	0.0	0.02201	0.0	0.01715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.02405	0.04318	0.0	0.0	0.0	0.0	0.05338	0.0	0.0	0.0	0.0	0.0	0.00587	0.00112	0.0	0.00907	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium	0.03184	0.0	0.03696	0.0	0.0361	0.01075	0.0163	0.01322	0.10511	0.0	0.0	0.3046	0.01999	0.084	0.0435	0.05764	0.0	0.0	0.00764	0.0	0.01424	0.0	0.00398	0.0	0.01556	0.04247	0.0	0.0	0.01384	0.0	0.05174	0.00132	0.0	0.0	0.0	0.00302	0.0	0.0	0.0	0.03879	0.0	0.00052	0.59513	0.70141	0.0038	0.0	0.0	0.14201	0.5493	0.0	0.04567	0.15535	0.27509	0.0	1.90625	0.00255	0.07962	0.05746	0.0	0.00099
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11375	1.51907	0.0	0.04236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07452	0.0	0.0	0.07739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalitalea	0.0	0.0	0.0	0.0	0.04578	0.0	0.0	0.0	0.0	0.0	0.01948	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.02746	0.0	0.0	0.02084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07632	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	0.0	0.0841	0.0	0.0	0.1234	0.0	0.0	0.0	0.0058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella	0.0	1.99009	0.0	0.0	0.0	0.30647	0.0	0.0	0.0	1.01508	0.0	0.0	0.0	0.0	0.0	0.0	0.23268	0.0	0.0	0.47414	0.0	0.06161	0.0	0.07258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2391	0.13046	0.2479	0.0	1.54876	0.0	0.2298	0.75407	0.0	0.0	0.0	0.0	0.0	0.21475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81106	0.0	0.00562	0.0	0.0	0.05139	0.50901
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania	0.01787	0.01958	0.00209	0.0	0.01332	0.00064	0.01239	0.00849	0.0	0.0	0.0	0.0	0.0	0.01658	0.0	0.0397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01153	0.0	0.00833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01235	0.0	0.00961	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01547	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Massiliomicrobiota	0.0073	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.07086	0.0	0.0	0.0	0.0	0.0	0.00377	0.0	0.0	0.00194	0.0	0.0	0.0	0.01279	0.00054	0.00152	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Solobacterium	0.0189	0.00586	0.0	0.0	0.0	0.0	0.79447	0.0	0.0	0.0	0.0	0.0	0.0	0.56806	0.0	0.0	0.0	0.00814	0.00843	0.0	0.0	0.03224	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.35688	0.0	0.0	0.0	0.0	0.05596	0.0	0.0	0.00612	0.0	0.00247	0.00131	0.00065	0.0	0.00895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	0.0	0.00035	0.01066	0.0	0.0547	0.0	0.01241	0.0	0.0	0.02903	0.16239	0.00112	0.0	0.02229	0.00324	0.0	0.0	0.0	0.0	0.00678	0.0	0.0	0.0	0.0	0.00925	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.00966	0.0	0.01507	0.0	0.03366	0.0	0.0	0.00064	0.02903	0.02151	0.0	0.0	0.07761	0.00031	0.0	0.0	0.05361	0.0	0.0	0.0	0.00474	0.0	0.00039	0.01335	0.0	0.01374	0.0
