dataset_name	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016
study_condition	T1D	T1D	T1D	control	control	control	control	control	control	T1D	T1D	T1D	control	control	T1D	T1D	T1D	T1D	T1D	T1D	T1D	T1D	T1D	control	control	control	T1D	T1D	control	control	control	control	control	T1D	T1D	T1D	T1D	T1D	control	control	T1D	T1D	T1D	T1D	T1D	control	control	control	control	control	control	control	control
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00498	0.06256	0.00239	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia	0.0	0.00937	0.0	0.00147	0.00796	0.00301	0.01059	0.00794	0.0	0.12656	0.00676	0.02943	0.00321	0.00394	0.0	0.0	0.00177	0.00198	0.0	0.00528	0.0	0.0	0.0	0.0	0.0	0.00318	0.01474	0.0	0.00071	0.00313	0.0	0.00546	0.0072	0.0	0.00417	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.00123	0.0	0.003	0.0	0.00192	0.0083	0.0	0.00216	0.0	0.01744	0.00052
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Terrisporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	0.06652	0.06869	0.12073	0.10214	0.03731	0.05291	0.10635	0.06536	0.13932	0.06313	0.46542	0.02597	0.1457	0.06726	0.1289	0.07367	0.09497	0.19822	0.07344	0.03921	0.01863	0.05961	0.20627	0.38565	0.3294	0.4687	0.13821	0.21398	0.20232	0.04673	0.09343	0.13122	0.17544	0.09991	0.31216	0.25497	0.14684	0.08212	0.02974	0.19214	0.13093	0.00449	0.07871	0.07009	0.07389	0.10027	0.05326	0.01643	0.26541	0.04217	0.06437	0.02088	0.10047
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaeromassilibacillus	0.00191	0.0	0.0	0.0	0.0	0.0	0.01293	0.00683	0.01058	0.00407	0.00682	0.0	0.0	0.0	0.00667	0.0	0.0	0.00767	0.0	0.0	0.02238	0.02788	0.02657	0.00034	0.00173	0.00971	0.02874	0.02713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.94554	14.33804	4.50549	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00588	0.01663	0.0	0.0	0.00392	0.0	0.0	0.0	0.00854	0.00049	0.00456	0.03044	0.0	0.0	0.0	0.0	0.0	0.0	3.69613	0.0	4.4401	0.0	0.0	2.15194	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	6.2177	4.84622	3.75367	9.2169	2.47775	4.75987	12.17112	20.58064	9.59134	3.80851	9.61775	2.21786	3.44208	2.76643	4.68369	4.30949	4.97214	2.62347	5.86104	4.06111	2.26263	4.05596	4.51773	5.38942	2.77526	4.45752	4.56815	3.00281	12.35187	5.77213	3.80244	3.64576	3.9029	4.22441	5.8304	4.80112	6.38704	6.47684	1.38613	4.61368	5.49937	4.00976	3.8464	5.28063	3.1429	3.86802	2.19237	2.28882	4.42856	2.63903	1.36152	3.46306	3.27504
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor	0.0	0.0	0.0	0.0868	0.01026	0.02436	0.03349	0.01036	0.0171	0.02881	0.03863	0.0005	0.00081	0.03605	0.04912	0.03522	0.04393	0.04554	0.14628	0.07445	0.08496	0.03968	0.04108	0.0025	0.0	0.00031	0.33938	0.46738	0.02534	0.03348	0.08103	0.09995	0.13698	0.06459	0.08229	0.07979	0.03192	0.68889	0.0	0.00318	0.00667	0.20021	0.01615	0.1123	0.01104	0.05504	0.00617	0.0524	0.01489	0.00304	0.07869	0.01332	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger	0.22194	0.08393	0.07012	0.05284	0.02836	0.05274	0.27909	0.27857	0.18995	0.03897	0.08601	0.03848	0.01686	0.03326	0.21812	0.08889	0.24012	0.17251	0.285	0.26004	0.00407	0.0	0.01091	0.04287	0.01261	0.03174	0.21109	0.18221	0.21199	0.15198	0.02023	0.0169	0.01933	0.06499	0.03942	0.08946	0.0	0.0	0.02457	0.09468	0.22269	0.12622	0.02342	0.1301	0.0414	0.03932	0.04328	0.00739	0.09731	0.02789	0.02307	0.02716	0.05008
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02665	0.01072	0.0015	0.00295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified	0.05888	0.09235	0.03195	0.23312	3.44529	0.3019	7.5771	0.55002	0.02509	0.55023	2.05555	1.07333	0.95776	0.30509	0.17645	0.00961	0.00867	0.49721	1.88475	2.42916	0.6103	0.11309	0.12265	0.02344	0.04629	0.07709	10.58347	21.30963	2.61015	11.04742	0.00813	0.00077	0.00349	0.3982	0.00632	0.07175	0.17458	0.30755	0.0	0.0	0.0	0.06302	0.00663	0.04376	0.05038	0.07447	0.07609	0.0	0.09748	0.08053	0.0	0.10042	3.67618
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	8.32488	6.91067	2.91151	1.32611	6.45597	3.62012	1.23092	11.41836	8.12601	3.5867	4.55783	1.50473	9.12951	8.08523	17.26493	5.40092	13.30433	16.16892	9.15275	15.01917	5.30148	4.99258	2.50998	13.23263	10.46649	7.26534	9.28397	8.48193	2.19696	0.37988	2.4698	1.08265	0.96129	8.87285	0.55109	1.7981	0.11551	5.58935	0.00624	0.21825	0.47363	0.0379	0.07559	1.30424	0.70945	11.06327	0.77415	2.12103	2.51672	0.72793	0.37469	1.2777	23.02891
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium	0.01791	0.00732	0.06206	0.15946	0.05109	0.02146	0.03074	0.02514	0.00351	0.07522	0.09459	0.01033	0.07861	0.07875	0.09537	0.10345	0.0618	0.14485	0.29837	0.13903	0.05761	0.03075	0.01921	0.04378	0.0527	0.05719	0.24487	0.22196	0.05998	0.12244	0.34461	0.31518	0.62932	0.07508	0.17982	0.10792	0.06786	0.14509	0.0	0.0	0.0	0.07952	0.01611	0.00445	0.0	0.00993	0.0	0.01228	0.0	0.0	0.0	0.0	0.07186
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00973	0.00729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9768	1.17181	0.79835	0.98193	0.12456	0.40882	0.19958	0.51879	0.23782	0.0	0.0	0.2535	0.89321	0.27722	0.17317
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.0	0.0	0.0	0.00606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08147	0.45327	0.16121	0.23986	0.0	0.0	0.0	0.0	0.01751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00461	0.0	0.00933	0.00153	0.0	0.02399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03017	0.01444	0.0235	0.0	0.00537	0.00752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.01978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Eggerthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium	0.0	0.0	0.0	0.0	0.00477	0.03346	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.16885	0.02634	0.04558	0.16048	0.11088	0.171	0.04363	0.08889	0.0674	0.0	0.00917	0.0	0.52796	0.31157	0.24197	0.43965	0.15815	0.21618	0.18281	0.0	0.00503	0.0	0.41299	0.06951	0.0	0.0	0.0	0.0115	0.0	0.16253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01707	0.04708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalitalea	0.13132	0.04762	0.06826	0.0591	0.02863	0.07148	0.0	0.0	0.0	0.104	0.0026	0.00128	0.0	0.01752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella	0.47268	0.21755	0.72977	0.0	0.0	0.0	0.0	0.0	0.0	0.08089	0.07834	0.11308	0.01659	0.11385	0.24502	0.1347	0.06011	0.0	0.0	0.0	0.0	0.0	0.0	1.88723	1.86343	1.50063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05307	0.12807	0.62618	0.29014	0.47205	0.16055	0.07526	0.18681	0.09349	1.62791	5.25924	0.09704	1.23746	0.10051	0.79093
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania	0.0	0.0	0.0	0.00304	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.00475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.01417	0.00898	0.01207	0.0	0.0	0.0	0.0	0.0	0.00512	0.00527	0.0	0.01574	0.00901	0.0	0.04218	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Massiliomicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.01552	0.0194	0.01683	0.0	0.0	0.0	0.0	0.0	0.01456	0.0	0.0	0.0	0.01522	0.01911	0.0	0.0	0.0	0.0	0.0	0.0	0.18888	0.08711	0.0	0.00578	0.0	0.0	0.0	0.0	0.0	0.0	0.05244	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Solobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	0.46475	0.07791	0.13281	0.27998	0.02348	0.00746	0.0	0.52425	0.0	0.06031	0.00603	0.0	0.01367	0.00114	0.01134	0.0	0.03371	0.01762	0.05508	0.06597	0.00176	0.0036	0.00783	0.0	0.0	0.0	0.045	0.006	0.0	0.0	0.0	0.07407	0.05784	0.0	0.03383	0.00754	0.0	0.00753	0.0	0.0	0.02538	0.0	0.007	0.0	0.02156	0.0	0.01514	0.0	0.0	0.03392	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified	0.74169	1.07808	1.95741	0.25847	0.14842	0.14808	0.21342	0.18195	0.18176	0.75639	2.21337	0.04953	0.33879	0.04581	0.89346	0.75524	0.26821	0.1561	0.24931	0.24652	0.16571	0.22793	0.10322	0.93922	1.36383	3.08448	0.01165	0.19503	0.72552	1.31526	1.49809	0.60066	0.51243	0.86551	0.73939	0.60116	0.7393	2.11491	0.05788	0.03993	0.00834	1.94	0.09918	2.22857	0.04493	0.56601	0.03904	1.03384	1.02272	0.03225	0.02311	0.0206	0.70829
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39762	0.37927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium	4.55566	7.21873	6.8999	0.02673	0.02324	0.00118	0.0	0.0	0.0	0.0	0.00606	0.0098	0.00945	0.0163	0.0	0.0	0.0	0.77693	0.83076	1.15125	0.81713	0.4102	0.25732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08205	0.7873	0.68068	1.36988	1.72657	1.54182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86454	2.31265	0.0	9.01056	1.99977	2.47224
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas	0.0	0.0	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01759	3.2714	1.65838	0.0	2.44812	0.0	0.0	2.3081	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25788	0.28561	0.04981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Allisonella	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04566	0.00497	0.0536	0.0	0.03732	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15946	0.08554	0.0564	0.04024	0.03233	0.39651	0.0303	0.0627	0.01935	0.0	0.0	0.02177	0.12198	0.02162	0.01247
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister	0.0	0.0	0.0	0.38559	0.22578	0.10938	0.07449	0.10658	0.00511	1.08431	1.04689	0.94954	0.97016	0.49967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18688	0.20004	0.15079	0.50486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.23015	0.24098	0.0	0.25408	0.0	0.0	0.15408	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella	0.0	0.03653	0.18419	0.29085	0.03769	0.00587	0.02293	0.59949	0.00124	0.71743	0.11447	0.4105	0.18621	0.00223	0.02962	0.33383	0.35223	0.0	0.01092	0.0	0.0	0.0	0.01417	0.00517	0.0	0.01391	0.1555	0.14073	0.00352	0.0	0.0153	0.0	0.0	0.02164	0.10226	0.05697	0.0	0.05424	0.00783	0.20389	0.04641	0.0	0.00623	0.00702	0.0	0.0	0.0	0.0	0.5425	0.0	0.1706	0.0	0.0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.00574	0.00284	0.00259	0.00345	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01768	0.0	0.00157	0.0	0.00972	0.0	0.0	0.0	0.0	0.01137	0.15386	0.00491	0.02013	0.01207	0.01835	0.0	0.01652	0.0	0.0	0.02031	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40217	0.11679	0.23911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01862	0.3778	0.0	0.01276	0.0	0.00172	0.0	0.00385	0.0	0.00058	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales.f__Victivallaceae.g__Victivallis	0.04584	0.10953	0.07234	0.0	0.0	0.0	0.0	0.0	0.0	0.12741	0.06145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01741	0.02962	0.02791	0.00243	0.20219	0.02385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232	0.02317	0.02323	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Pelagibacterales.f__Pelagibacteraceae.g__Candidatus_Pelagibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Oxalobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02825	0.11709	0.01595	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	0.05333	0.05017	0.04294	0.40118	0.34248	0.19407	0.09799	0.0836	0.14625	0.04581	0.04886	0.01371	0.04727	0.02605	0.1986	0.52573	0.3908	0.17102	0.9919	0.70419	1.06714	0.62484	1.15784	1.10211	1.04314	1.18124	0.0	0.0	1.73176	1.90649	1.29883	0.99272	0.81216	0.50916	0.26084	0.36353	0	0.0	0.87977	0.02067	0.0	0.00574	0.0	0.0	0.0	3.15054	0.0	0.29881	1.37428	0.0	0.00102	0.00104	0.17584
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterella	0.00158	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04096	0.03094	0.03776	0.01995	0.03899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0049	0.0857	0.0884	0.09305	0.04687	0.03761	0.03949	0.0	0.01522	0.01345	0.0	0.01133	0.08165	0.08909	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Turicimonas	0.0	0.0	0.00309	0.11612	0.09458	0.07807	0.06294	0.04631	0.12112	0.00253	0.01059	0.0	0.00442	0.0	0.00469	0.01068	0.00424	0.00194	0.01434	0.0168	0.01978	0.00282	0.01341	0.01414	0.01653	0.02729	0.0	0.0	0.04883	0.03263	0.13307	0.08567	0.06111	0.01685	0.02142	0.01417	0	0.0	0.08191	0.00448	0.0	0.0	0.0	0.0	0.0	0.33525	0.0	0.03169	0.16816	0.0	0.0	0.0	0.03365
