dataset_name	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales	0.13226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52388	0.0	0.0	0.0	0.0	0.03235	0.00422	0.13295	0.05703	0.0	0.0	0.0	0.09804	0.0	0.0	0.02885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17517	0.01716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.0	0.0	0.0	0.0	0.02481	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.05229	0.79374	0.0	0.00291	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	0.54894	0.0	0.02142	0.1482	0.84843	0.24468	0.82461	2.50722	0.02628	0.60479	0.07661	0.04039	0.04546	0.05983	0.28284	4.0388	5.66246	1.0903	2.76132	0.06866	0.0	0.09319	0.02707	0.56472	0.84159	2.08336	1.0959	0.48891	0.01866	0.05994	0.03723	0.05663	0.35529	0.47439	1.26058	0.09175	0.0	0.2147	0.25062	0.44093	0.11422	1.74449	0.29199	0.0	0.24049	2.95556	0.37892	0.0	0.6227	0.02195	0.02505	0.07754	0.80999	0.00114	0.12378	0.26734	0.17329	0.01158	0.52403	3.66975	0.06082	0.029	0.01134	0.82102	0.17087
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales	0.0	0.0	0.0	0.03873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales	0.03745	0.44852	0.07256	0.06558	0.18943	0.30396	1.33968	2.16092	0.03488	0.11419	0.39107	0.25393	0.16539	0.06076	0.01164	2.31831	0.67042	0.13499	0.94833	0.13768	0.0	0.10057	0.00165	1.01968	1.82493	0.54	0.08538	0.13852	0.08813	0.03443	0.02691	0.33654	0.09723	0.00067	0.05187	0.12563	0.0	0.0	0.32883	0.12159	0.0	0.55025	0.0	0.03893	3.3473	0.20807	0.14165	0.0	1.33444	0.05373	0.0117	0.81989	0.06814	0.00832	0.34126	0.0	0.00249	0.17723	3.58969	0.17856	0.22339	0.46761	0.0	0.08112	0.05823
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01256	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1038	0.0	0.01839	0.0	0.0	0.0	0.0	0.0	0.01175	0.0	0.0	0.07049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales	0.00751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	6.97243	3.79934	0.3973	0.29716	0.13362	6.14928	1.42488	0.26367	48.52441	1.98567	0.05734	0.25439	0.16433	1.75224	0.79874	0.31835	0.05208	0.01971	0.83166	0.1167	0.79763	1.39252	0.01585	2.62716	1.00203	1.2941	0.04198	0.17934	0.62147	4.45855	0.14037	0.30124	0	0.59825	0.59589	0	1.3618	2.39337	0.07907	1.55642	0.08352	0.74866	62.60412	0.37688	0.10778	0.10552	0.18605	3.12325	0.03737	12.37699	0.04177	0.20266	2.61825	0.75579	1.76239	0.33698	2.48607	13.53268	0.32711	0.20876	3.91817	49.11328	0.63313	0.11316	0.13345
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	0.00898	0	0	0.05785	0.02175	0.0	0.00297	0.0	0.0	0.0	0.0037	0.92328	0.0	0.006	0.0	0.0	0.02751	0.0	0.0	0.0	0.06455	0.0	0.00478	0.0	0.0	0.10317	0.0	0.01006	0.10607	0.00897	0.00964	0.11326	0.0	0.00213	0.0	0.0	0	0.0043	0.00317	0.0	0.00337	0.01204	0.0	0	0.0	0.0	0.09192	0	0.01376	0.0	0.17329	0.04226	0.0	0.01684	0.00526	0.0	0.01448	0.01873	0.0	0.0	0.0	0.00172	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00115	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified	0.0518	0	0	0.03064	0.22409	4.81129	0.0	0.15691	0.0317	2.00509	0.00712	0.0	0.1301	0.12111	3.73004	0.24324	0.34417	0.00293	0.19041	0.15661	0.0	0.0169	0.00329	0.85727	0.05122	7.62925	3.29101	0.01395	0.0013	0.0	0.01182	0.0	0.0	2.23712	0.18857	1.46612	0	0.00623	2.40263	0.09679	0.31895	0.87357	0.42382	0	0.01769	0.08156	2.1447	0	1.7481	0.00568	0.00937	0.37368	0.0632	0.01695	0.14722	1.75683	0.7734	0.0	2.22075	0.05974	0.31097	0.0	0.0446	18.28737	1.29281
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales	0.0	0	0	0	0	0	0	0	0.01317	0	0	0.0	0.0	0	0	0.0	0	0.00657	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.04876	0.0	0.0	0	0	0	0	0	0	0	0.01019	0	0	0.02479	0.00106	0.0	0	0.0	0.2395	0	0	0.04886	0.0	0	0	0	0.0	0.0012	0.00927	0	0.01042	0.00872	0.02473	0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales	0.17964	0	0	0	0	0	0	0	0.04082	0	0	0.04919	0.01154	0	0	0.00409	0	0.0	0	0.24482	0	0	0.01835	0.03833	0	0	0	0	0	0	0	0.0	0.11364	0.04335	0	0	0	0	0	0	0	0.02232	0	0	2.99084	0.0	0.14007	0	0.0	0.06661	0	0	0.0	0.06333	0	0	0	0.31934	0.09673	0.00109	0	0.0	0.0	0.0	0
