dataset_name	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016	RaymondF_2016
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales	0.0	0.0	0.00321	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0005	0.0	0.0	0.0	0.00132	0.0	0.00037	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.00093	0.00057	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	0.05719	0.00341	0.04141	0.0178	0.00045	0.02415	0.00395	0.0	0.00335	0.13085	0.01159	0.0327	0.01696	0.0	0.12536	0.2142	0.0	0.36869	0.02512	0.0	0.01682	0.04012	0.09392	0.02581	0.12917	0.23835	0.07698	0.0	0.0	0.0	0.05051	0.07835	0.20489	0.01219	0.0	0.04566	0.00042	0.00155	0.32584	0.09243	0.24568	0.09192	0.46667	0.70208	0.35218	0.05127	0.02223	0.07006	0.01987	0.04057	0.07409	0.0574	0.0674	0.01416	0.03105	0.03954	0.0286	0.17728	0.04842	0.11967	0.10075	0.23838	0.07623	0.00119	0.05979	0.01735	0.0	0.0259	0.00476	0.0988	0.11596	0.05684
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	19.50479	14.60366	18.74697	9.70113	17.93437	16.13119	20.52541	15.06327	30.31116	12.36111	4.99377	10.18407	8.41552	8.40606	12.49772	17.9474	2.87342	9.84077	6.74234	15.06567	9.31461	13.71726	7.77666	9.5299	37.77707	26.95907	20.40119	62.75465	60.8108	38.13859	10.26704	12.19147	6.18384	13.95493	17.03657	17.36714	14.61268	4.86598	12.03086	46.507	59.25354	26.97805	41.30185	34.26509	18.14185	14.89692	13.26951	16.83435	25.712	28.21752	25.84128	16.73272	12.34925	9.84962	5.46965	1.20713	4.47178	10.32145	9.42446	2.18428	17.82897	14.55029	16.03258	22.05347	15.44313	13.87278	5.81566	10.93149	6.19125	9.10294	7.64465	12.66884
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales	0.39368	0.00709	0.03419	0.05619	0.00237	0.06954	0.30817	0.02601	0.55654	0.00894	0.01418	0.08231	0.07699	0.09041	0.0795	0.00591	0.0	0.01708	0.02036	0.07237	0.0351	0.30912	0.11085	0.12981	0.08972	0.08323	0.03756	0.0	0.0	0.01376	0.09549	0.22162	0.04948	0.37371	0.09441	0.22619	0.00748	0.02699	0.01264	0.36052	0.44245	0.32864	0.05231	0.0641	0.07232	0.04513	0.06329	0.01963	0.07585	0.09569	0.04666	0.01333	0.04721	0.02168	0.01776	0.01497	0.01441	0.01371	0.06402	0.0	0.00703	0.05443	0.01201	0.01685	0.01252	0.02123	0.06757	0.14182	0.03257	0.00992	0.16135	0.03312
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified	0.02008	0.00626	0.01635	0.28713	0.12083	0.58719	0.96829	0.0	0.20411	0.29688	0.20637	0.03162	0.54152	0.8391	1.37177	0.57454	0.0	0.52294	0.22221	0.51344	0.31988	1.29933	0.01991	0.28843	2.24911	3.12824	0.69297	0.93069	0.54232	0.27322	0.00372	0.0	0.0	0.26174	0.0001	0.75753	0.17056	0.00133	0.12583	3.64399	5.00974	0.75975	0.19077	0.12573	0.13266	0.27665	0.32966	0.034	0.12419	0.39481	0.41816	0.59091	0.2258	0.23861	7e-05	0.0	0.05175	0.0	0.0	0.0	0.28352	0.82163	0.21563	0.23121	0.69916	0.40207	0.01119	0.0533	0.01277	0.593	0.00861	0.33007
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales	0.0	0.0	0.0	2.49786	0.00287	8.96807	0.0	0.0	0.0	0.0	0.0	0.0	0.07497	0.0	0.01754	0.0	0.0	0.00968	0.24584	0.28146	0.00243	0.0	0.0	0.0	1.82798	0.97249	0.55212	0.4238	0.80367	2.84713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33714	0.92968	0.97329	0.61231	1.81912	0.18819	0.1391	0.12023	0.2795	0.14407	0.24006	0.2178	0.44389	0.93648	0.4012	0.0	0.0	0.0	0.0	0.0	0.0	0.39423	0.37462	0.3107	0.98755	0.8179	0.73394	0.0	0.0	0.0	0.536	0.10148	1.27019
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales	0.0	0.0	0.0	0.01268	0.0	0.02285	0.0	0.0	0.0	0.0	0.0	0.0	0.01849	0.00835	0.00954	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales	0.9837	0.0	0.05303	2.22684	0.0	0.00639	0.26167	0.0	0.01441	1.07968	0.00193	0.55901	0.04859	0.0145	0.03679	0.58641	0	0.40359	2.07709	0.0	4.34199	2.66187	0.0	0.92999	0.0	0.0	0.00234	0.0	0.0	0.01522	1.78127	0.0	0.34464	1.70344	0.00014	0.67843	0.02205	0.0	0.11895	0.30854	0.11705	0.17818	0.08078	1.38567	0.11664	0.06266	0.04163	0.24502	0.00124	0.0	0.02782	0.12199	0.0	0.05723	1.44944	0.0	1.63229	1.43528	0.0	1.45352	0.01111	0.01064	0.03937	0.01377	0.14027	0.48605	0.2138	0.41708	0.48307	0.18511	0.0	0.00209
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02381	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00771	0.01289	0.18787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.00126	0.02096	0.24618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03505	0.03174	0.0108	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	1.00838	0.32359	0.24608	0.25552	0.67202	0.0273	0.0	0.0	0	1.31281	0.67511	2.30017	0.08355	0.41247	0.21896	1.95698	0.86871	0.24721	0.09269	2.06661	0.15472	0.47056	0.14026	0.33106	0.03455	0.24875	0.11223	0.18177	0.16818	0.38567	0.49058	0.99953	1.18374	0.23097	0.54652	0.09779	1.26077	3.69553	1.34571	0.1092	0.02791	0.12549	0.14636	0.00824	0.00784	0.31205	0.252	0.17582	1.30018	0.56508	0.74483	0.00514	0.0016	0.00882	0.0	0.0	0.0	0.0	0.0	0.0	0.25776	0.15304	0.49889	0.95011	1.35165	0.87998	3.28209	2.45281	2.3012	0.15069	1.40716	0.123
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales	0.10765	0.3313	0.08914	0.30362	0.44812	0.15734	0.0	0.0	0	0.46327	0.50965	0.20065	1.52952	1.63773	1.61631	0.05364	0.02394	0.0358	0.12792	0.1324	0.05601	0.23015	0.20055	0.16538	1.56625	1.76232	0.72881	1.27177	0.78832	1.11597	0.1804	0.30819	0.08123	0.15815	0.11794	0.31293	0.08649	0.06244	0.08701	1.02485	1.10751	0.75391	0.04069	0.03351	0.10491	0.18338	0.15513	0.11778	0.59034	0.69736	0.31641	0.0	0.0	0.0	0.00678	0.00509	0.0	0.08426	0.0957	0.06043	0.39466	0.45345	0.36638	1.51762	2.8446	1.86463	0.0	0.0	0.0	0.00755	0.22807	0.0436
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	0.90897	0.04992	0.06843	0.01758	0.64876	0.01548	0.06177	1.56667	0	0.09685	0.00941	0.07615	0.02612	0.0805	0.01423	0.005	0.10792	0.00169	0.52468	0.00169	0.00832	0.00828	1.42301	0.03259	0.00292	5.86986	0.0	0.03842	0.03857	0.03193	0.24723	1.63722	0.23308	1.17061	0.04227	9.91273	0.08328	1.50483	0.1364	0.32531	0.08911	0.37171	0.00106	0.01351	0.0	0.00624	0.00164	0.24072	0	0.00045	0.0	0.0	0.0	0.0	0.01052	2.25032	1.06846	0.21713	0	6.45687	0.02353	0.14331	0.0739	0.0369	0.0	0.01525	0.0136	0.00716	0.09437	0.5812	0.07113	0.0731
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	0.00932	0.0	0.01293	0.00952	0.0	0.0	0	0.0	0	0.00174	0.0	0.00221	0.0	0.0	0.00286	0.40422	0.0	0.0009	0.00647	0.0	0.01169	0.0	0.0	0.04073	0.00305	0.0	0.00154	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.04001	0.0	0.0	0.0	0.36056	0.33468	0.15022	0.04005	0.01944	0.1157	0.0	0.0	0.03317	0.01367	0.02599	0.00881	0.03124	0.0	0	0	0	0.00126	0.0	0.0	0.00173	0.00387	0.02496	0.00078	0.0	0.00081	0.0	0.0844	0.0	0.00246
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04065	0.0	0.0	0.04271	0.02442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified	0.08006	0.02892	0.0192	0.01295	0.03143	0.00075	0	0.0	0	0.08704	0.04035	0.15352	0.00244	0.02428	0.00278	4.00102	2.83666	0.12655	0.00416	0.12986	0.00796	3.83644	1.16547	2.9423	0.0017	0.01627	0.00078	0.01861	0.01902	0.04296	0.0324	0.0661	0.0894	0.03208	0.07748	0.01753	1.35597	0.64574	1.35384	0.00829	0.00239	0.0084	0.0	0.0	0.0	0.011	0.00673	0.00664	0.07502	0.03691	0.04591	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	1.22944	0.82159	2.31247	0.00671	0.01603	0.01137	1.18593	0.87603	0.7999	0.00638	0.06389	0.004
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.16039	0.68303	0.31659	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales	0	0.00082	0	0	0.0	0	0	0.0	0	0.00127	0.0	0.00027	0.00221	0.00287	0.00922	0	0.0	0.0	0	0	0.00101	0.0	0.00056	0.0	0.00222	0.00209	0.00231	0.0	0.0	0.00306	0	0	0.00069	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0005	0	0.00106	0.00027	0.00359	0.00034	0	0	0.0	0	0	0	0	0	0	0.00032	0.00844	0.08284	0.02133	0	0.00068	0	0	0.0	0.00026
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales	0	0.0	0	0	0.0	0	0	0.0	0	0.06994	0.00524	0.01599	0.0	0.0	0.0	0	0.17567	0.0012	0	0	2.25182	5.96777	0.0	0.00411	15.70261	15.81237	6.00915	4.93216	4.77764	3.33766	0	0	0.0	6.02555	4.26837	44.1695	0.00905	0	0.00374	0.01616	0.0435	0.0016	0.51123	0.0184	3.54171	0.50278	0.79324	0.0	0	0.0	0.0	0.0	0.0	0	0	0.04432	0	0	0	0	0	0	0.37332	4.79209	8.64889	6.90338	0	0.0	0	0	0.0	0.0
